text,1,2,3,4,5,mask,Classified
"Στο, εν λόγω, τιμολόγιο θα αναγράφεται ο ακριβής αριθμός των φιαλών στην προκαθορισθείσα, από την προσφορά του, τιμή ανά φιάλη, η οποία θα παραμείνει αμετάβλητη καθ όλη τη διάρκεια ισχύος της παρούσας σύμβασης.",0.6557207107543945,-2.852189540863037,1.1556520462036133,-17.21965789794922,-62.500732421875,1,Καθαρεύουσα
"Το γεγονός ότι από τις διατάξεις της παρούσας απόφασης προκαλείται, για τα οικονομικά έτη 2019-2022, δαπάνη σε βάρος του Π/ Υ εξόδων της Α.Ε.Μ.Υ.",0.5409221649169922,-3.684828281402588,-0.4938430786132812,-16.228172302246094,-76.8302001953125,1,ΚΝΕ
"Κέντρο Πληροφόρησης Λιμνών Χειμαδίτιδας &amp; Ζάζαρης (Άγιοι Ανάργυροι, Ν. Φλώρινας)",0.4268245697021484,0.3382163047790527,3.46369743347168,-16.885963439941406,-47.35943603515625,0,---
67063 Πόρτο Λάγος Ξάνθης,-0.0218725204467773,4.042735576629639,-3.202303171157837,-17.57516098022461,-63.8648681640625,0,---
"Κέντρο Πληροφόρησης Εθνικού Πάρκου Λιμνών Κορώνειας-Βόλβης και Μακεδονικών Τεμπών (Απολλωνία, Ν. Θεσσαλονίκης)",0.3892297744750976,-1.0855917930603027,2.267298698425293,-16.011627197265625,-52.88299560546875,0,---
"Το Κέντρο Πληροφόρησης για το Όρος Μαίναλο βρίσκεται στο χωριό Κάψια του Νομού Αρκαδίας, λίγα χιλιόμετρα από την πόλη της Τρίπολης και στεγάζεται στο παλιό δημοτικό σχολείο του οικισμού.",0.2886314392089844,-1.4845499992370603,2.876093864440918,-15.446842193603516,-60.9537353515625,1,Καθαρεύουσα
Υποβάθμιση του παραποτάμιου δάσους.,0.0913705825805664,1.667982578277588,0.5124063491821289,-26.302215576171875,-31.3150634765625,0,---
"Το βάθος της είναι περίπου 500 μέτρα, το μήκος της 8 χιλιόμετρα, ενώ το πλάτος της κυμαίνεται από 300 έως 500 μέτρα.",0.4095678329467773,-0.9058465957641602,1.8475651741027832,-14.354106903076172,-25.2122802734375,1,Καθαρεύουσα
Τα ακαδημαϊκά και ερευνητικά του ενδιαφέροντα περιλαμβάνουν την προώθηση της ...,0.2909383773803711,1.1841416358947754,-0.3432378768920898,-15.077667236328123,-33.533447265625,0,---
"Τον Σεπτέμβριο του 1993 μεγάλη πυρκαγιά κατέκαψε τη Βάλια Κάλντα με αποτέλεσμα να καταστραφούν μεγάλες δασικές εκτάσεις μαύρης πεύκης και οξιάς (Τα Νέα 1/ 9/1993, Ελεύθερος 3/ 9/.",0.3133392333984375,-0.6471343040466309,3.2824907302856445,-17.949317932128906,-38.96112060546875,1,Καθαρεύουσα
"2005 Υποτροφία-Scholarship (υποτροφία για μεταπτυχιακές σπουδές στις ΗΠΑ), Fulbright Foundation in Greece (not accepted)",0.4877538681030273,-1.130054950714111,1.4900875091552734,-18.12482452392578,-51.36102294921875,0,---
Δεν επιτρέπεται σχολιασμός στο Άρθρο 31 - Τροποποίηση του άρθρου 52 του  4602/ 2019 - ΕΑΓΜΕ Άρθρο 31 - Τροποποίηση του άρθρου 52 του  4602/ 2019 - ΕΑΓΜΕ,0.4965152740478515,-1.2726726531982422,0.475311279296875,-24.16336441040039,-75.49090576171875,1,Καθαρεύουσα
"Για να βεβαιωθούμε για την καλή ανάπτυξη του φυτού και για την μέγιστη ωρίμανση των καρπών του, το αμπέλι θα πρέπει να έχει ζέστη, φως, νερό όλα αυτά όμως στις κατάλληλες δόσεις.",0.7654142379760742,-1.028766632080078,2.019965171813965,-16.414268493652344,-56.14398193359375,1,Καθαρεύουσα
Ο ρόλος της κίνησης των ανοικτών δεδομένων,0.1747121810913086,-0.618865966796875,-4.392937660217285,-18.001789093017578,-68.6878662109375,0,---
"ακολουθούν συνοπτικά σχόλια του Συλλόγου Διπλωματούχων Μηχανικών Ομίλου ΔΕΗ (και ΑΔΜΗΕ, ΔΑΠΕΕΠ, ΕΧΕ) για το",0.6462764739990234,-2.303511142730713,1.080984115600586,-18.2771224975586,-61.8531494140625,1,Καθαρεύουσα
"Υπήρξαν κάποιες φωνές για θετική δράση, απηχώντας το αίτημα του πρωθυπουργού για συνεργασία μεταξύ των Ελλήνων.",0.4664144515991211,-0.0739402770996093,4.367949485778809,-16.800823211669922,-43.8143310546875,1,Καθαρεύουσα
Που θα οδηγηθούν οι εταιρείες;,0.3736705780029297,0.9531512260437012,-6.614947319030762,-10.001472473144531,-51.8917236328125,0,---
Κατάλαβες;,-0.8073949813842773,4.968206882476807,-11.939166069030762,-6.710052490234375,-123.14404296875,0,---
Το χρέος μειώνεται 100 δισ για να πάρουμε δάνειο,-0.2399072647094726,3.593613862991333,-1.7976386547088623,-35.05342102050781,-22.6864013671875,0,---
Μαθητές σε παρέλαση στον Πολύγυρο της Χαλκιδικής γύρισαν με συγχρονισμένο βήμα την πλάτη τους στους επισήμους βαδίζοντας επιτόπου και στη Θράκη οι μαθητές εγκατέλειψαν την παρέλαση και ενώθηκαν με διαδηλωτές.,0.47906494140625,-0.4205975532531738,3.2633628845214844,-16.182083129882812,-46.35968017578125,1,Καθαρεύουσα
"Χωρίς παράθυρα, χωρίς προαύλιο.",-0.1974897384643554,3.943453311920166,0.3327937126159668,-23.24682235717773,-13.02850341796875,0,---
@Matina Stevis Το κοινωνικό δικαίωμα στη δημόσια υγεία υπερέχει της προστασίας των προσωπικών δεδομένων (Νόμος 3418/,0.4061155319213867,0.5088520050048828,1.1692109107971191,-23.24072265625,-31.262451171875,1,Καθαρεύουσα
"Αφού ο βουλευτής Δρίτσας του ΣΥ.ΡΙΖ.Α διαπραγματεύτηκε με τον διοικητή τον αριθμό των ανθρώπων, στους οποίους θα επιτρεπόταν η είσοδος, μπήκαμε μέσα και έγραψα στο Twitter:",0.0858087539672851,1.540798902511597,5.201830863952637,-20.2050895690918,-33.02667236328125,1,Καθαρεύουσα
"Πρώτη φορά πολιτικός όρκος, πρώτη φορά πρωθυπουργός χωρίς γραβάτα, πρώτη φορά που κάποιοι έχουν κλάσει μέντες. - Δε Στρέηντζερ (@The_Stranger_gr) January 27, 2015",0.2688016891479492,1.8682243824005127,3.566462516784668,-19.775577545166016,-30.05157470703125,1,Καθαρεύουσα
"Το μήνυμα ήταν ένα: «η ελπίδα νίκησε», και ο κόσμος βγήκε στους δρόμους της Αθήνας να πανηγυρίσει για την αλλαγή στο πολιτικό σκηνικό της χώρας.",0.244476318359375,0.4089736938476562,4.657690048217773,-15.030654907226562,-41.79534912109375,1,Καθαρεύουσα
Ελπίζω ότι δεν θα έρθει κάποτε και η δοκιμασία του ελέφαντα !,-0.2324199676513672,3.035177707672119,5.3085784912109375,-16.15485382080078,-22.4642333984375,0,---
Ο δημοσιογράφος Κώστας Βαξεβάνης σχολιάζει:,0.803004264831543,-0.5661473274230957,0.3875141143798828,-20.044021606445312,-33.43609619140625,0,---
Πολύ καλά κύριε Posselt .,-0.1449346542358398,5.240291118621826,2.931347846984864,-21.87746810913086,-10.2169189453125,0,---
"Το Συμβούλιο "" πολιτισμός » , υπό την προεδρία του Λουξεμβούργου , πρέπει εκ νέου , στις 24 Νοεμβρίου να επανεξετάσει μία συμβιβαστική πρόταση .",0.9444942474365234,-1.325498104095459,1.296379566192627,-15.993919372558594,-55.32135009765625,1,Καθαρεύουσα
Το πρώτο μου ερώτημα είναι τόσο απλό .,0.1245861053466796,2.4039907455444336,-1.4279627799987793,-22.4211654663086,-10.1429443359375,0,---
"Δύο ερωτήσεις προς την Επιτροπή : Είναι ενήμερη σχετικά με το κείμενο συμβιβασμού της Προεδρίας του Λουξεμβούργου και , εάν ναι , ποια είναι η θέση της ;",0.4355897903442383,-0.1784086227416992,3.3738393783569336,-16.50469207763672,-53.19390869140625,1,Καθαρεύουσα
"Διότι ένα : από τα δύο ή στο μεγαλύτερο μέρος των περιπτώσεων ναρκωτικών η διακίνηση έχει εξωευρωπαϊκή καταγωγή και είναι πάντα διεθνής , ή δεν κατανοώ πώς είναι δυνατό να θέλουμε να τιμωρήσουμε πιο αυστηρά τη διασυνοριακή διακίνηση από τη σοβαρή διακίνηση που πραγματοποιείται στο εσωτερικό κάθε κράτους μέλους .",0.6632757186889648,-0.8067169189453125,3.4301986694335938,-18.531444549560547,-33.054443359375,1,Καθαρεύουσα
"Για τον λόγο αυτόν , είναι επιτέλους καιρός να καταφέρουμε να συμπεριλάβουμε τις εξωτερικές δαπάνες των επιχειρήσεων των βαρέων φορτηγών οχημάτων στο ευρωπαϊκό αυτοκόλλητο σήμα .",0.7196359634399414,-0.7855706214904785,2.585433006286621,-13.406978607177734,-47.84881591796875,1,Καθαρεύουσα
"Από νομικής άποψης , είναι συζητήσιμο το εάν απωλέσαμε έδαφος στο πεδίο της συναπόφασης ή όχι .",0.6692323684692383,-0.4005327224731445,2.9919872283935547,-14.999858856201172,-26.4298095703125,1,Καθαρεύουσα
"Σύμφωνα με εκτίμηση του Economist την προηγούμενη εβδομάδα , στη χώρα μου , το Ηνωμένο Βασίλειο , το ένα από τα δύο εκατομμύρια των μουσουλμάνων που ζουν εκεί , είναι αλλοδαποί .",0.6540737152099609,-1.546491622924805,2.511476516723633,-16.744613647460938,-48.98760986328125,1,Καθαρεύουσα
"Και επομένως , στον ορισμό αυτό , δεν περιλαμβάνεται η προσωπική κατανάλωση ναρκωτικών ούτε η μη κερδοσκοπική συναλλαγή με σκοπό την προσωπική κατανάλωση .",0.8251638412475586,-2.252284049987793,1.6615891456604004,-14.02544403076172,-26.6629638671875,1,Καθαρεύουσα
"Αυτή η κατάσταση θα συνεχιστεί αν δεν αποκατασταθεί η πολιτική σταθερότητα στη χώρα , αν δεν αποκατασταθούν οι κρατικές δομές και αν δεν αναλάβει καθήκοντα μια αποτελεσματική κυβέρνηση .",0.5144538879394531,-0.9375534057617188,2.5159711837768555,-17.792606353759766,-41.41229248046875,1,Καθαρεύουσα
Τώρα έχουμε δικαίωμα και ευθύνη να διορθώσουμε τα κακώς κείμενα στην κοινωνία και να διευθετήσουμε τα του οίκου μας .,0.4052190780639648,1.5599634647369385,2.986845016479492,-18.97345733642578,-31.5751953125,1,Καθαρεύουσα
