"Είδος.Τεκμηρίου"	"Θεματική"	"Διάλεκτος"	"Κοινωνιόλεκτος"	"Jargon"	"Ύφος"	"Ποικιλία"	"Ιστορική.Περίοδος"	"class"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"
"χωρίο"	"γραμματική"	NA	NA	NA	NA	NA	NA	3	0.120858687339106	-0.294561473478378	0.968743058145284	0.480597488558437	-4.75458629515231	-14.7548568445548	-9.90480223116608	-1.59313891220015	-5.70650773655673	6.15043671720844	-31.7280361833506	22.365708413623	107.878402727242	73.6594317962802	71.9894948771906	-142.004415162455	243.459637977705	52.8676625049446	11176.2341058689	-933.1264521047	-347.589279755536	3259.03478945126	-10798.9467566116	77157.9778711961	-151725.28894966	-344259.047955949	-549970.213109637
"χωρίο"	"τραγωδία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"	3	-0.119005667950415	1.03932376631299	-1.93825615805163	-15.8129171722593	-0.392937574204566	-2.27163577870561	-1.56701967144675	0.222903973643098	0.288838187298208	-0.37771641162182	2.77748001865271	2.20736694754875	2.86045024826119	9.29016512304124	24.000022787203	-5.58809125435646	15.0657948919248	-30.2416370190527	-348.674737392731	75.3378142406532	19.4975943557738	-85.8956628346595	-18.0291880189919	-26.1661092305853	21.4592384540254	73.2543307341703	16.4003644799607
"χωρίο"	"φιλοσοφία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"	3	0.452113488556588	-1.02866291894934	3.09096900832535	0.907611880126036	-1.72525972620688	-8.68781599963616	-2.37351983280157	5.33150542347229	0.69281304604107	2.63445463359871	9.58223867911739	4.01100540221714	7.65284774248248	-16.5466775108206	33.8335495523892	-8.23348701702834	-50.7271813138687	13.0089720274229	-349.191534489049	46.004862212803	46.706174158192	9.55708708357577	-16.5323561739582	-51.536681750821	17.0680029937143	73.9070255568022	73.1685517260374
"fragmentum"	"ποίηση"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"	3	-0.289239218301538	2.57084155956224	-7.48610590667601	4.29935582264914	-0.325416376452911	1.9863741043563	-0.856822156106878	-11.4122850762623	-18.3139511884128	19.7526107489396	29.6417503978007	-1.3300060023737	-6.19485780949561	16.4619192465713	19.1659851932982	-6.86787788442029	3.07581664308276	-18.0602203015951	-352.363356450209	48.3866513236252	-23.8883271962417	-70.4803568741327	-8.84500190613422	-24.0174785759086	22.3453545458852	57.9203294505144	21.8272056458344
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.197166844518453	-0.552696130786404	1.24262125100069	0.113723475778469	1.35413770781494	4.01229456165079	0.375896705857331	4.21633045224768	-4.14467739635268	0.501333150175614	1.92619965582311	-1.79013335058737	-8.4659332922767	-5.1654365706137	3.8178230178155	8.85646260532081	8.96997650725348	6.69942738038907	-303.943176711161	37.1316556496377	34.5522720567054	2.98121272749956	52.4931093153413	-90.9462210892167	2.17939558894614	-2.69855264394712	66.912704451427
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"κνε"	"νε"	3	-0.0142256588549057	0.440680009142849	1.27526209354171	0.523010388820812	1.1510482906073	0.528605616305247	0.308241844149862	-5.78733764412979	4.99163346134975	-4.18483759182754	1.82315016119063	3.1621159007215	6.52703853214382	16.8415162252322	16.0751869910506	-5.11917167104887	19.4552489542692	-5.98795978919206	-348.396242335726	83.2794473939476	25.0602653631238	-44.2480073267079	64.2238878162543	-24.2541375142747	-3.26273056858519	44.7885414461097	17.1532146331633
NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"χωρίο"	"θεολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"	3	0.659599116643566	-1.85466545099561	-0.2576430693482	0.431058967262162	-1.09515385386328	-5.03870346581703	8.17176717808434	3.60940180304514	13.1056678232614	24.6650382014362	-7.16517156392141	0.802406053482502	2.5764982830866	0.13220833102768	14.147823013958	13.5355897083789	13.9876816970589	5.49640806975497	-348.387409655903	54.1428571621712	39.4682007215547	26.8012514447914	10.8296121986627	-58.5062916761767	10.8827035113036	51.1291864760006	105.032483430027
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"	2	0.121631665163203	1.33982047968994	0.474245789824446	-0.577492010396903	-0.571225439334085	-0.808524140236684	-2.69798440981166	-2.29695573514156	-0.733330045305164	2.79563825865737	-12.4680412777742	0.183231780943058	7.53151513473682	8.82218106235776	-44.1143933505187	-18.9710927990659	-41.8946223355805	18.1515460341389	-312.605994011898	24.9834156109351	38.0107368472229	4.30704539064156	9.25409489143819	-102.40185252359	-56.5012021818065	19.6940629913117	113.659477749129
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"	2	0.223251834654799	0.190208195969323	0.43337587843584	-0.159190355142018	-0.633663965907091	-1.26019743165738	-4.22914016542051	2.33414544203575	-6.80901377336977	3.55525807245944	-11.0557058318767	-0.771646159991427	-9.27264040453383	-9.60358799752333	-8.02600006815741	-0.931493888581829	35.8428095094799	22.9896481812188	-360.38701392124	-15.1006267065718	164.653906009572	220.146374045418	688.865616822815	-540.313509517037	-5414.40895735276	118300.28571038	-161699.498053743
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.197166844518453	-0.552696130786404	1.24262125100069	0.113723475778469	1.35413770781494	4.01229456165079	0.375896705857331	4.21633045224768	-4.14467739635268	0.501333150175614	1.92619965582311	-1.79013335058737	-8.4659332922767	-5.1654365706137	3.8178230178155	8.85646260532081	8.96997650725348	6.69942738038907	-303.943176711161	37.1316556496377	34.5522720567054	2.98121272749956	52.4931093153413	-90.9462210892167	2.17939558894614	-2.69855264394712	66.912704451427
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.197166844518453	-0.552696130786404	1.24262125100069	0.113723475778469	1.35413770781494	4.01229456165079	0.375896705857331	4.21633045224768	-4.14467739635268	0.501333150175614	1.92619965582311	-1.79013335058737	-8.4659332922767	-5.1654365706137	3.8178230178155	8.85646260532081	8.96997650725348	6.69942738038907	-303.943176711161	37.1316556496377	34.5522720567054	2.98121272749956	52.4931093153413	-90.9462210892167	2.17939558894614	-2.69855264394712	66.912704451427
"fragmentum"	NA	"αττική"	"οχι"	"οχι"	"ουδέτερο"	"αρχαία"	"ελληνιστική"	1	-20.8494771045861	-7.0915647854459	-4.59587866453876	3.80620887103864	0.682631621988441	13.0954874040333	1.26666157749254	5.94116367450074	-11.551078716508	-2.92287759201771	-36.6959257557176	-219.640261757618	68.4483810020336	-32.8125327164282	110.411141532043	-48.0318347481331	-84.6780996084574	-22.0030021405288	-319.875508916986	53.7729020501925	53.6641862082372	-186.208823014206	-385.500954836483	133.605521823687	1905.82158198505	-36930.7757192721	50918.1693528487
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.293761642335777	-0.737033127542881	1.59766980068855	0.28510708810541	-0.0904895341814073	-0.0340132310207826	-1.93857760354076	3.81522078840407	-5.05478670843747	1.46391416832514	-2.24519861492276	0.819877494723258	0.200387815516256	0.084311221705729	9.1621821536137	3.70688954232787	17.8754477568905	8.56908127048226	-304.210408445523	41.445200376506	41.8192469819943	9.51598709250081	60.3856490214501	-98.9970131977524	-5.19110726609366	0.192942432651923	77.2931487451913
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.343626466360695	-1.01494300272871	2.54165340101963	0.743568620286533	-0.669162911277149	-2.3075251779205	-5.5312926534144	6.34117441443047	-8.27228989450938	5.67811175092575	-8.61108729651431	-1.40759217241515	-17.0744338952156	-9.41446616672406	2.16682503654775	2.12439985747143	41.8313401196505	-11.068893346812	-358.986534226683	9.41014005309547	137.601575453804	227.087870727942	710.729403324905	-534.474728127426	-5414.99186242444	118269.03022349	-161686.81012625
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"	3	0.506508632075376	-1.34040911898236	1.87848732702456	0.857705837666595	-2.47467842896285	-8.25341105671971	-7.32218907118246	2.91637449148206	0.493409014027793	7.29455673448518	-4.45909875824057	-5.1418996004401	-19.6382063288561	-10.0348359554735	-2.81075814429621	11.5333903439409	28.1335526668009	-15.5060461312549	-358.40343186696	13.136828610034	132.448447376704	216.438266663578	705.419328435043	-532.384824948104	-5416.55924576793	118277.566785601	-161694.177231019
"χωρίο"	"πεζογραφία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.405381223089535	-0.808657288616063	2.74483560499634	0.321678354755019	-0.248238003728748	-0.19894038734167	-6.00652484634587	5.26473158718048	-11.5675291751587	4.88857385494027	-18.7626556992505	6.37562837570534	27.0711291958008	31.0513482918604	-54.3090498981327	-65.4724556170417	-60.7609152411969	24.0126438949949	-440.10518004271	56.217958373877	833.205292199995	-3576.14356393554	-12157.8472883283	3591.00781028836	-130509.949887989	-663081.986684685	1952362.11643428
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"λογοτεχνικό"	"δημοτική"	"νε"	2	-0.279976231292137	2.58182539617617	2.01803957031228	0.0807552684015764	0.788281259051969	-0.880983642816702	1.57848881957801	-5.63741236434173	4.62329391142893	-4.01033720801069	-0.0700783590518192	0.817780761767952	8.15501224335628	13.868927524818	4.66556258095072	-4.92149059671134	16.8853633832134	31.1781616146473	-348.571654919388	61.6126320283172	53.3450474221853	-48.9262276272789	46.9262399795911	-29.953740959212	1.43951808019546	55.9496809103261	30.1171163612645
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"	3	0.456643808050458	-1.06249924379653	0.934503726693482	0.399244305485472	-1.8960050518671	-5.97989910981999	-3.72947402130882	0.390420865455661	3.71091220009971	3.08035915188457	1.90678992335098	-2.91442993330169	-2.36338461812424	-0.53605856704366	4.18459897276974	13.1158800287974	4.17766030404091	4.13192848603929	-303.6273060858	45.1718889334445	36.6661189048945	-1.13361697186281	55.0755741315884	-96.9071100184307	-6.7584906095833	8.72950454369538	69.9260439757441
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"	3	0.506508632075376	-1.34040911898236	1.87848732702456	0.857705837666595	-2.47467842896285	-8.25341105671971	-7.32218907118246	2.91637449148206	0.493409014027793	7.29455673448518	-4.45909875824057	-5.1418996004401	-19.6382063288561	-10.0348359554735	-2.81075814429621	11.5333903439409	28.1335526668009	-15.5060461312549	-358.40343186696	13.136828610034	132.448447376704	216.438266663578	705.419328435043	-532.384824948104	-5416.55924576793	118277.566785601	-161694.177231019
"χωρίο"	"δικανική"	"οχι"	"οχι"	"οχι"	"επίσημο"	"δημοτική"	"νε"	3	0.531070075271967	-0.157976072923276	-1.28594943481476	-0.569025683035208	-4.95026628005586	-15.1127054758244	-9.14580767162109	-7.53240189166866	17.7151079588519	7.60147065931536	1.1422566017353	-16.2776628683766	14.8661751060599	-4.68649542482623	-43.048839842274	157.929933336979	-94.2336611060662	782.126989771441	-270.714669584949	-380.246616954073	1956.78206588547	-2001.38211283965	-8302.45990445268	-7957.28647680263	74903.9317346465	232328.682455271	1231976.7508541
"fragmentum"	"φιλολογία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"	3	0.540185410057085	-2.23429987837004	-2.04014975046378	-0.20096550560266	1.35127580163529	4.83220439981472	-0.0731724795632799	1.89046586930362	-6.17095015018339	-2.8819467525531	-0.813315039421275	0.979077873190071	8.66330114092577	-0.836166133946519	-0.0772790059494231	27.9856222349211	42.7850111422465	104.866037995756	-385.534258307794	-26.5105839960927	-508.429511918878	-174.666646897866	32.1873281937842	88.4859825537814	75.685557635561	-67.2478719396145	65.5474249407993
"χωρίο"	"γεωργία"	"ναι"	"οχι"	"ναι"	"ουδέτερο"	"δημοτική"	"νε"	2	0.317326149659757	3.28676517490696	-14.6764451952235	6.23374185326912	-3.50941058631374	-27.31992054704	41.4466935426321	-44.6064859895953	-61.4088803527204	-41.8847851627938	-147.788053957195	46.6084990181874	-117.852325766401	-295.209013039367	180.11432666903	145.630209933448	-161.178866242404	180.601831631487	-67.5585551701219	2169.08897117366	-109.317366071352	-4480.36898524301	-2951.93252905274	354.287203400433	30545.2354954186	-603825.510978227	794159.636345154
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"	2	0.0767922128125575	0.652455067911629	-0.865656271583101	-0.789035499650083	1.389636653185	5.05962230791391	1.67804919385122	0.209301479852962	-2.68140127521307	-1.62152052829069	-0.518418879539244	-1.15418733816364	-0.66413980159489	-5.35455840141297	-6.37500208688965	5.80056885926754	2.98144589708289	40.7579689084199	-305.343656405719	12.6208888899704	61.6046026124742	-3.96028395502408	30.6293228132519	-96.7850024788273	2.76230066062794	28.5569342465603	54.2247769583882
"χωρίο"	"λογοτεχνία"	"οχι"	"ναι"	"οχι"	"ουδέτερο"	"δημοτική"	"νε"	2	-0.262641784041691	3.80346058262997	-3.86651721018467	1.74673719392255	-0.171159594241351	-0.545133523312741	-0.0301702241875805	-4.50868595688337	-1.72265364172717	-4.39495927980114	-10.6256176856861	3.54801596735153	0.415787578002517	13.947623278294	19.3183677300213	-0.0965929495944483	15.6683616690083	47.6023228761082	-363.64521756285	-62.2220932234269	-11.4029190548574	245.223585055337	116.711871369153	-99.6372354413672	-34.4808227534925	13.0781759038538	170.068405762569
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.293761642335777	-0.737033127542881	1.59766980068855	0.28510708810541	-0.0904895341814073	-0.0340132310207826	-1.93857760354076	3.81522078840407	-5.05478670843747	1.46391416832514	-2.24519861492276	0.819877494723258	0.200387815516256	0.084311221705729	9.1621821536137	3.70688954232787	17.8754477568905	8.56908127048226	-304.210408445523	41.445200376506	41.8192469819943	9.51598709250081	60.3856490214501	-98.9970131977524	-5.19110726609366	0.192942432651923	77.2931487451913
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.293761642335777	-0.737033127542881	1.59766980068855	0.28510708810541	-0.0904895341814073	-0.0340132310207826	-1.93857760354076	3.81522078840407	-5.05478670843747	1.46391416832514	-2.24519861492276	0.819877494723258	0.200387815516256	0.084311221705729	9.1621821536137	3.70688954232787	17.8754477568905	8.56908127048226	-304.210408445523	41.445200376506	41.8192469819943	9.51598709250081	60.3856490214501	-98.9970131977524	-5.19110726609366	0.192942432651923	77.2931487451913
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.197166844518453	-0.552696130786404	1.24262125100069	0.113723475778469	1.35413770781494	4.01229456165079	0.375896705857331	4.21633045224768	-4.14467739635268	0.501333150175614	1.92619965582311	-1.79013335058737	-8.4659332922767	-5.1654365706137	3.8178230178155	8.85646260532081	8.96997650725348	6.69942738038907	-303.943176711161	37.1316556496377	34.5522720567054	2.98121272749956	52.4931093153413	-90.9462210892167	2.17939558894614	-2.69855264394712	66.912704451427
"fragmentum"	NA	"οχι"	"ναι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"	2	-0.194637286566349	4.12102059358681	-4.37546678040659	1.19942974626838	-0.0679067315054158	1.27627243921464	-0.894577067132634	-3.78998928290738	-0.513144116872443	0.574963453605015	-15.0081588076924	0.06922087612722	-6.98907857667931	7.48295383676768	-33.5851821474201	-12.8734360208897	-52.8720877068151	8.69739996627348	-327.416098873954	-99.1033736327341	-34.4372089210954	222.159541787968	50.1549855811889	-147.056933012381	-79.895381331648	-13.0277454846423	202.426184329195
"fragmentum"	"θεολογία"	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"	3	0.563004318826242	-1.67032845423914	-0.612691619036061	0.259675354935221	0.349473388133069	-0.992395673145457	10.4862414874824	4.01051146688875	14.0157771353462	23.7024571832867	-2.99377329317554	-1.80760479182812	-6.08982282470636	-5.11753946129175	8.80346387815978	18.6851627713719	5.0822104474219	3.62675417966179	-348.120177921542	49.8293124353029	32.2012257962658	20.2664770797902	2.93707249255393	-50.4554995676409	18.2532063663434	48.2376913994015	94.6520391362625
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"	3	0.342542785249789	-1.4886903191217	-1.60843374835367	-0.346780379230847	1.75240368474032	6.46921156703586	0.407802218423072	0.0593762000648965	-2.31306172529225	-1.79602091210754	1.37480964070321	1.1901478007899	-2.29211351280735	-2.38196970099877	5.03462232321018	5.60288778493	5.55133146813862	3.59184750458052	-305.168243822057	34.2877042556008	33.3198205534127	0.717936345546989	47.9269706499151	-91.08539903389	-1.93994798815271	17.3957947823439	41.260875230287
"χωρίο"	NA	"οχι"	"οχι"	"οχι"	"ανεπίσημο"	"δημοτική"	"νε"	2	0.121631665163203	1.33982047968994	0.474245789824446	-0.577492010396903	-0.571225439334085	-0.808524140236684	-2.69798440981166	-2.29695573514156	-0.733330045305164	2.79563825865737	-12.4680412777742	0.183231780943058	7.53151513473682	8.82218106235776	-44.1143933505187	-18.9710927990659	-41.8946223355805	18.1515460341389	-312.605994011898	24.9834156109351	38.0107368472229	4.30704539064156	9.25409489143819	-102.40185252359	-56.5012021818065	19.6940629913117	113.659477749129
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"επίσημο"	"καθαρεύουσα"	"νε"	3	0.360049010233134	-0.878162247040055	0.579455177005621	0.227860693158531	-0.451377809870759	-1.93359131714842	-1.41499971191073	0.791530529299268	4.62102151218449	2.11777813373504	6.07818819409685	-5.52444077861232	-11.0297057259172	-5.78580635936309	-1.15976016302845	18.2654530917903	-4.72781094559614	2.26227459594611	-303.360074351439	40.8583442065762	29.3991439796056	-7.66839133686407	47.1830344254796	-88.8563179098949	0.612012245456505	5.83800946709634	59.5455996819798
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.197166844518453	-0.552696130786404	1.24262125100069	0.113723475778469	1.35413770781494	4.01229456165079	0.375896705857331	4.21633045224768	-4.14467739635268	0.501333150175614	1.92619965582311	-1.79013335058737	-8.4659332922767	-5.1654365706137	3.8178230178155	8.85646260532081	8.96997650725348	6.69942738038907	-303.943176711161	37.1316556496377	34.5522720567054	2.98121272749956	52.4931093153413	-90.9462210892167	2.17939558894614	-2.69855264394712	66.912704451427
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.197166844518453	-0.552696130786404	1.24262125100069	0.113723475778469	1.35413770781494	4.01229456165079	0.375896705857331	4.21633045224768	-4.14467739635268	0.501333150175614	1.92619965582311	-1.79013335058737	-8.4659332922767	-5.1654365706137	3.8178230178155	8.85646260532081	8.96997650725348	6.69942738038907	-303.943176711161	37.1316556496377	34.5522720567054	2.98121272749956	52.4931093153413	-90.9462210892167	2.17939558894614	-2.69855264394712	66.912704451427
"χωρίο"	"ιστορία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.343626466360695	-1.01494300272871	2.54165340101963	0.743568620286533	-0.669162911277149	-2.3075251779205	-5.5312926534144	6.34117441443047	-8.27228989450938	5.67811175092575	-8.61108729651431	-1.40759217241515	-17.0744338952156	-9.41446616672406	2.16682503654775	2.12439985747143	41.8313401196505	-11.068893346812	-358.986534226683	9.41014005309547	137.601575453804	227.087870727942	710.729403324905	-534.474728127426	-5414.99186242444	118269.03022349	-161686.81012625
"fragmentum"	NA	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"κνε"	"νε"	3	0.342542785249789	-1.4886903191217	-1.60843374835367	-0.346780379230847	1.75240368474032	6.46921156703586	0.407802218423072	0.0593762000648965	-2.31306172529225	-1.79602091210754	1.37480964070321	1.1901478007899	-2.29211351280735	-2.38196970099877	5.03462232321018	5.60288778493	5.55133146813862	3.59184750458052	-305.168243822057	34.2877042556008	33.3198205534127	0.717936345546989	47.9269706499151	-91.08539903389	-1.93994798815271	17.3957947823439	41.260875230287
"χωρίο"	"λογοτεχνία"	"οχι"	"οχι"	"οχι"	"ουδέτερο"	"καθαρεύουσα"	"νε"	3	0.077407001576432	0.00144626679154806	2.7364243329423	0.701190800358876	0.734649994556266	0.36904994364438	-0.821255745462404	1.39248622712077	-2.49600637921472	-1.01401181443201	-1.46948334965966	0.41607001443302	-1.53173330905613	10.2262245423639	13.6376224958297	2.01121708127553	23.7288864007765	21.1282735258496	-347.167401271875	82.0619180530412	26.7257212324032	27.7778109755326	89.7822274753831	-41.0925814544297	-4.29904582029304	11.6530024127013	83.6091823817777
