paragraphs,type,source_file
"Για να δημιουργηθούν οι ασκήσεις πρέπει να αναφερθεί ότι προηγήθηκαν επι -σκέψεις και συζητήσεις με τεχνικούς αντιπροσωπειών αυτοκινήτων, ενώ δοκιμά -στηκαν και σε σχολικό εργαστήριο. Ακόμη έγιναν φωτογραφήσεις και σχεδιάστη -καν νέα σχήματα από τη συγγραφική ομάδα.Τεχνικές πληροφορίες αντλήθηκαν από τις αντιπροσωπείες αυτοκινήτων, από την υπάρχουσα ελληνική και ξένη βιβλιογραφία καθώς και από το διαδίκτυο.Τέλος, θα θέλαμε να ευχαριστήσουμε τους κριτές, το συντονιστή, τους υπεύθυ -νους του ηλεκτρολογικού τομέα και όλους όσους συνέβαλαν με τις προτάσεις τους, ώστε να βελτιωθεί και να ολοκληρωθεί η συγγραφή του βιβλίου αυτού.Ιδιαιτέρως ευχαριστούμε τα εκπαιδευτικά τμήματα των εταιρειών Alfa Romeo, Bosch, Chrysler, Honda, Magneti Marelli, SAAB, SEAT, Skoda, Suzuki, Toyota καθώς επίσης και τις εταιρείες Autodata και Fluke.",,paper_605.md
Οι συγγραφείς,,paper_605.md
ΚΕΦΑΛΑΙΟ 1 :ΒΑΣΙΚΕΣ ΕΝΝΟΙΕΣ ΚΑΙ ΓΝΩΣΕΙΣ ΗΛΕΚΤΡΟΝΙΚΩΝ ΕΞΑΡΤΗΜΑΤΩΝ,,paper_605.md
ΚΕΦΑΛΑΙΟ 2 :ΕΙΣΑΓΩΓΗ ΣΤΑ ΨΗΦΙΑΚΑ ΗΛΕΚΤΡΟΝΙΚΑ,,paper_605.md
ΚΕΦΑΛΑΙΟ 3 :ΗΛΕΚΤΡΟΝΙΚΗ ΜΟΝΑΔΑ ΕΛΕΓΧΟΥ,,paper_605.md
ΚΕΦΑΛΑΙΟ 4 :ΑΙΣΘΗΤΗΡΕΣ - ΕΝΕΡΓΟΠΟΙΗΤΕΣ,,paper_605.md
ΚΕΦΑΛΑΙΟ 5 :ΣΥΣΤΗΜΑ ΕΚΚΙΝΗΣΗΣ ΚΑΙ ΦΟΡΤΙΣΗΣ,,paper_605.md
ΚΕΦΑΛΑΙΟ 6 :,,paper_605.md
ΣΥΣΤΗΜΑ ΑΝΑΦΛΕΞΗΣ,,paper_605.md
ΚΕΦΑΛΑΙΟ 7 :ΚΑΡΜΠΥΡΑΤΕΡ ΗΛΕΚΤΡΟΝΙΚΑ ΕΛΕΓΧΟΜΕΝΟ,,paper_605.md
ΚΕΦΑΛΑΙΟ 8 :ΗΛΕΚΤΡΟΝΙΚΟΣ ΨΕΚΑΣΜΟΣ ΚΑΥΣΙΜΟΥ E.F.I.,,paper_605.md
ΚΕΦΑΛΑΙΟ 9 :,,paper_605.md
ΣΥΣΤΗΜΑΤΑ ΕΛΕΓΧΟΥ ΡΥΠΩΝΚΕΦΑΛΑΙΟ 10: ΣΥΣΤΗΜΑΤΑ ΗΛΕΚΤΡΟΝΙΚΩΝ ΜΟΝΑΔΩΝ ΕΛΕΓΧΟΥΚΕΦΑΛΑΙΟ 11: ΣΥΣΤΗΜΑΤΑ ΠΑΘΗΤΙΚΗΣ ΚΑΙ ΕΝΕΡΓΗΤΙΚΗΣ ΑΣΦΑΛΕΙΑΣ - ΚΛΙΜΑΤΙΣΜΟΣΚΕΦΑΛΑΙΟ 12: ΣΥΣΤΗΜΑΤΑ ΑΣΦΑΛΕΙΑΣ ΚΑΙ ΗΧΟΣΥΣΤΗΜΑ ΑΥΤΟΚΙΝΗΤΟΥ,,paper_605.md
## ΚΕΦΑΛΑΙΟ 1,,paper_605.md
ΠΕΡΙΕΧΟΜΕΝΑΚΕΦΑΛΑΙΟ 9 ΣΥΣΤΗΜΑΤΑ ΕΛΕΓΧΟΥ ΡΥΠΩΝ,,paper_605.md
## ΚΕΦΑΛΑΙΟ 1,,paper_605.md
## Βασικεσ Εννοιεσ και Γνωσεισ Ηλεκτρονικων Εξαρτηματων,,paper_605.md
Α Σ Κ,,paper_605.md
Η,,paper_605.md
Σ Η Ν ο 1Δίοδοι - Σχεδίαση και κατασκευή εργαστηριακών ανορθωτικών διατάξεων,,paper_605.md
## Επιδιωκόμενοι στόχοιΜετά από την πραγματοποίηση της άσκησης θα είστε ικανοί να:- ■ Κατασκευάζετε μια απλή ανορθωτική διάταξη ημιανόρθωσης. - ■ Κατασκευάζετε μια απλή ανορθωτική διάταξη πλήρους ανόρθωσης. - ■ Επιλέγετε τα κατάλληλα εξαρτήματα που να καλύπτουν τις απαιτήσεις της ανορθωτικής διάταξης. - ■ Επιλέγετε τις κατάλληλες διόδους από φύλλα δεδομένων (Data Sheets).,,paper_605.md
"## Τεχνικές πληροφορίεςΟι συγκεκριμένες ανορθωτικές διατάξεις που θα αναλυθούν και θα κατασκευαστούν θα καλύ -ψουν τις ανάγκες απλών φορτιστών μπαταρίας, σταθεροποιημένης τάσης +12, -12V για την τρο -φοδοσία τελεστικού ενισχυτή και σταθεροποιημένης τάσης 5V για την τροφοδοσία ψηφιακών κυκλωμάτων. Στα συστήματα τροφοδοσίας η εναλλασσόμενη τάση εισόδου μετατρέπεται σε συνεχή τάση σύμφωνα με προδιαγραφές που έχουν ορισθεί.Σχήμα 1: Κύκλωμα φορτιστή μπαταρίας με ημιανόρθωση.Στο σχήμα 1 απεικονίζεται ένα απλό κύκλωμα ημιανόρθωσης το οποίο μπορεί να χρησιμο -ποιηθεί σαν φορτιστής μπαταρίας αυτοκινήτου. Περιλαμβάνει ένα μετασχηματιστή, μια δίοδο και ένα αμπερόμετρο. Από το σχήμα 2 φαίνεται η τάση φόρτισης, το επίπεδο της τάσης της μπα -ταρίας καθώς και η κυματομορφή ημιανόρθω σης.Το σχήμα 3 περιλαμβάνει μια ανορθωτική γέφυ -ρα (γνωστή και ως Graetz), που είναι το βασικό κύκλωμα σε όλους σχεδόν τους μονοφασικούς φορτιστές μπαταριών, χρησιμοποιείται δε και ως τροφοδοτικό σε ηλεκτρικές και ηλεκτρονι -",,paper_605.md
"Σχήμα 2: Κυματομορφές τάσης φόρτισης και ημιανόρθωσης.Σχήμα 3: Κύκλωμα μονοφασικής πλήρους ανόρθωσης.κές εφαρμογές. Το κύκλωμα περιλαμβάνει ένα μετασχηματιστή και τέσσερις διόδους ανόρθω -σης. Το σχήμα 4 δείχνει την κυματομορφή της ανορθωμένης τάσης, την τάση φόρτισης καθώς και το επίπεδο της τάσης της μπαταρίας. Ο χρόνος φόρτισης με ανόρθωση γέφυρας είναι ακριβώς ο μισός σε σχέση με αυτόν της ημια -νόρθωσης. Η περίοδος της τάσης φόρτισης της ανόρθωσης με γέφυρα είναι διπλάσια από αυ -τήν της ημιανόρθωσης.Σχήμα 4: Κυματομορφές τάσης φόρτισης και πλήρους ανόρθωσης.",,paper_605.md
"## Απαιτούμενα μέσα - εξοπλισμός- · 1 - Μετασχηματιστής 230 Volt / 6-12 ή 6-24V - Δίοδοι (θα επιλεγούν μέσα από την άσκηση) - · 1 - Γέφυρα διόδων - 1 - Πυκνωτής 50μF - · 1 - Πυκνωτής 100μF - Ασφάλειες (θα επιλεγούν μέσα από την άσκηση) - · 1 - Αμπερόμετρο (όργανο) - 1 - Βολτόμετρο - · 1 - Εργαστηριακός παλμογράφος - 1 - Πλακέτα δοκιμών "" Breadboard "" - · 1 - Κουτί τροφοδοτικού / φορτιστή",,paper_605.md
## Διαδικασία,,paper_605.md
## ΠΡΟΣΟΧΗΣυνιστάται προσοχή από την χρήση της εναλλασσόμενης τάσης.,,paper_605.md
"## ΕφαρμογήΝα κατασκευαστεί τροφοδοτικό / φορτιστής πλήρους ανόρθωσης με τάση εισόδου 230 V, 50Ηz τάση εξόδου (μη σταθεροποιημένη) 12,6 Volt, και μέγιστο ρεύμα φορτίου 3Α.",,paper_605.md
## Βήματα,,paper_605.md
"## 1. Επιλογή μετασχηματιστήΕπιλέξτε τον μετασχηματιστή σύμφωνα με την τάσή εξόδου (Urms) π.χ. 6.3, 9, 12, 12.6, 18, 24 Volt, την ισχύ του ανάλογα με την τάση εξόδου και το ρεύμα επιλογής των διόδων, π.χ.12V τάση εξόδου με δίοδο 3Α = 36 Watt, δηλαδή ένας μετασχηματιστής 50 W κρίνεται ικανοποιητικός. Αν γινόταν χρή -ση διόδων 5Α τότε 12V x 5Α =60W θα χρει αζόταν μετασχηματιστής 100W.",,paper_605.md
## 2. Επιλογή διόδωνΑπό τα φύλλα δεδομένων (data sheets) διόδων (σελ. 42-43) 1Ν4001 ως 1Ν4007 και 1Ν5400 ως 1Ν5408 επιλέξτε διόδους με τα εξής χαρακτηριστικά: Το ρεύμα λειτουργίας Ιο (Μέσο Ανορθωμένο Ρεύμα Ορθής Πόλω -σης-Average Rectified Forward Current). Την ελάχιστη τάση λειτουργίας της διόδου Vrrm (Επαναλαμβανόμενη Ανάστροφη Τάση Κορυφής-Peak Repetitive Reverse Voltage).,,paper_605.md
"## 3. Επιλογή ασφάλειαςΕπιλέξτε την τιμή ασφάλειας από το ρεύμα λειτουργίας. Π.χ. αν επιλέξετε μια δίοδο με Ι$\_{ο }$ = 1Α τότε η ασφάλεια θα είναι 500 mA. Συνή -θεις τιμές ασφαλειών είναι 250mA, 500mA, 1Α, 2Α, 3Α, 5Α, 7.5Α και 10Α.",,paper_605.md
"## 4. Επιλογή πυκνωτήΑν χρειαστεί εξομάλυνση της τάσης (βλέπε σχήμα 6) στην έξοδο τοποθετείται παράλλη -λα ένας πυκνωτής (βλέπε σχήμα 5). Για τον υπολογισμό του θα πρέπει να γνωρίζετε την αντίσταση φορτίου. Για φορτιστή μπαταρίας ο πυκνωτής εξομάλυνσης δεν έχει πρακτι -κή εφαρμογή καθώς η αντίσταση φορτίου (μπαταρία) έχει μικρή τιμή 0,1 ~ 10 Ohm. Η μέγιστη τάση είναι:Vmax = (1,414)·(12,6) = 17,8V. Η πτώση τά -σης από τις δύο διόδους για τη κάθε περίο δο ανόρθωσης είναι:",,paper_605.md
"0,7V + 0,7V = 1,4VΗ μέγιστη ανορθωμένη τάση:V$\_{αv }$= V$\_{max}$-1,4V = 17,8V-1,4V = 16,4V Αν θέλετε η τάση κυμάτωσης (είναι η διακύ -μανση της τάσης εξόδου DC, η οποία μει ώνεται αν τοποθετηθεί πυκνωτής, σχήμα 6) να είναι περίπου ~1V τότε τοποθετείται πυκνωτής παράλληλα στην έξοδο, ο οποίος υπολογίζεται από το τύπο:C=Vαν 1 fR φ Vκυμ =16.4 1 100Hz 1000Ω 1V =164μFΣυχνότητα f = 100Ηz (η ανορθωμένη συχνό -τητα είναι διπλάσια)Αντίσταση φορτίου Rφ =1000 [Ohm] (Ενδει -κτική τιμή)Τάση κυμάτωσης Vκυμ = 1 [V] (Ενδεικτική τιμή)- 5. Αφού πραγματοποιηθεί η συνδεσμολογία της πλήρους ανόρθωσης, συνδέστε μια μπαταρία στην έξοδο όπως το σχήμα 3 και τον παλμογράφο παράλληλα (η μπαταρία να μην είναι εντελώς εκφορτισμένη καθώς θα απορροφήσει αρχικά μεγάλο ρεύμα). Συ -Σχήμα 5. Ανόρθωση με πυκνωτή εξομάλυνσης.Σχήμα 6: Τάση εξομάλυνσης (διακύμανση τάσης) και ανορθωμένη τάση.μπληρώστε την κυματομορφή φόρτισης της μπαταρίας στο σχήμα 7.- 6. Αφού πραγματοποιήσετε το κύκλωμα του σχήματος 5, συνδέστε τον παλμογράφο στα άκρα της αντίστασης φορτίου και πάρτε τις κυματομορφές και συμπληρώστε το σχήμα 8 για το κύκλωμα ανόρθωσης: α) χωρίς τον πυκνωτή, β) με το πυκνωτή εξομάλυνσης.",,paper_605.md
Σχήμα 7: Άξονες Τάσης - Χρόνου.Σχήμα 8: Άξονες Τάσης - Χρόνου.,,paper_605.md
## Α Σ Κ Η Σ Η Ν ο 2,,paper_605.md
## Σταθεροποιητές τάσης,,paper_605.md
## Επιδιωκόμενοι στόχοιΜετά από την πραγματοποίηση της άσκησης θα είστε ικανοί να:- ■ Κατασκευάζετε ανορθωτική διάταξη ανόρθωσης που να περιλαμβάνει σταθεροποιητές τάσης της σειράς 78ΧΧΧ και 79ΧΧΧ. - ■ Κατασκευάζετε ανορθωτική διάταξη πλήρους ανόρθωσης με ρυθμιστή θετικής τάσης. - ■ Κατασκευάζετε ανορθωτική διάταξη πλήρους ανόρθωσης με ρυθμιστή αρνητικής τάσης. - ■ Κατασκευάζετε ανορθωτική διάταξη πλήρους ανόρθωσης με ρυθμιστές θετικής και αρνητικής τάσης. - ■ Επιλέγετε τα κατάλληλα εξαρτήματα που να καλύπτουν τις απαιτήσεις της ανορθωτικής διάταξης με σταθεροποίηση τάσης. - ■ Επιλέγετε τους κατάλληλους σταθεροποιητές τάσης από φύλλα δεδομένων (Data Sheets).,,paper_605.md
"## Τεχνικές πληροφορίεςΟ σταθεροποιητής τάσης είναι ένα ολοκληρωμέ -νο κύκλωμα (IC-lntegrated Circuit) τριών ακρο δεκτών που δέχεται στην είσοδό του μια μετα -βαλλόμενη τάση (τουλάχιστον 3V μεγαλύτερη από την έξοδο) και αποδίδει μια συγκεκριμένη σταθεροποιημένη τάση στην έξοδό του. Διατίθε -ται σε διάφορες σειρές ανάλογα με τη τάση εξό -δου και του μέγιστου ρεύματος λειτουργίας. Οι σταθεροποιητές της σειράς 78ΧΧΧ είναι θετι -κής τάσης, ενώ οι 79ΧΧΧ είναι αρνητικής τάσης. Το πρώτο πρόσφυμα X δηλώνει το μέγιστο ρεύ -μα λειτουργίας (L= 100mA, κενό=1A, S=2A), ταΣχήμα 1: Σταθεροποιητές τάσης α) 78ΧΧΧ, β) 79ΧΧΧ, γ) και δ) Συσκευασίες Τ0-220 και ISOWATT 220.Σχήμα 2: Κύκλωμα σταθεροποίησης τάσης + 5Volt.δύο τελευταία XX δηλώνουν την τάση σταθε -ροποίησης (5, 5.2, 6, 8, 8.5, 9, 12, 15, 18, 24). Π.χ. ένας σταθεροποιητής τάσης 78L05 δηλώ -νει ότι είναι θετικής τάσης, το ρεύμα λειτουργίας είναι 100mA και η τάση ρύθμισης είναι 5VoIt. Οσταθεροποιητής τάσης 7912 δηλώνει ότι είναι αρνητικής τάσης με ρεύμα λειτουργίας 1Α και τάση ρύθμισης 12Volt.",,paper_605.md
"Η σύνδεση των σταθεροποιητών είναι σχετικά απλή και θα πρέπει να προσεχθούν μόνο οι ακρο-Σχήμα 3: Κύκλωμα σταθεροποίησης τάσης ± 12VoIt.δέκτες του αρνητικού σταθεροποιητή τάσης. Τα κυκλώματα σταθεροποίησης που θα κατασκευ -αστούν είναι +5, +12, -12Volt και θα εξυπηρε τήσουν την τροφοδοσία τάσης των ψηφιακών κυκλωμάτων +5Volt και την τροφοδοσία τάσης του τελεστικού ενισχυτή ±12Volt. Για τη δημι -ουργία μιας σταθεροποιημένης τάσης +5V ή +12V θα χρησιμοποιηθεί η ανορθωτική διάταξη γέφυρας της προηγούμενης Άσκησης 1 και θα προστεθεί ο σταθεροποιητής μαζί με πυκνωτές εξομάλυνσης (βλέπε σχήμα 2). Για τη δημιουρ -γία θετικής και αρνητικής τάσης 12Volt χρειά ζεται μετασχηματιστής 15Volt με μεσαία λήψη (σχήμα 3).",,paper_605.md
"## Απαιτούμενα μέσα - εξοπλισμός- · 1 - Μετασχηματιστής 230/12V - · 1 - Μετασχηματιστής 230/15V με μεσαία λήψη - · 4 - Δίοδοι ή γέφυρα διόδων - · 2 - Πυκνωτές 100μF/25V - · 2 - Πυκνωτές 10μF/16V - · 1 - Σταθεροποιητής τάσης 7805 (5Volt) - · 1 - Σταθεροποιητής τάσης 7812 (12Volt) - · 1 - Σταθεροποιητής τάσης 7912 (-12Volt) - · 1 - Βολτόμετρο - · 1 - Πλακέτα δοκιμών "" Breadboard """,,paper_605.md
## Διαδικασία 1η,,paper_605.md
## ΠΡΟΣΟΧΗΣυνιστάται προσοχή από την χρήση της εναλλασσόμενης τάσης.,,paper_605.md
"## Εφαρμογή:Να κατασκευαστεί τροφοδοτικό σταθεροποιη -μένης τάσης με τάση εισόδου 230V, 50Ηz, τάση εξόδου +5 Volt (σταθεροποιημένο) και μέγιστο ρεύμα φορτίου 1Α.",,paper_605.md
## Βήματα,,paper_605.md
"## 1. Επιλογή μετασχηματιστήΕπιλέξετε τον μετασχηματιστή σύμφωνα με την τάση εξόδου (Urms) π.χ. 9, 12 Volt. Η τάση εξόδου δεν θα πρέπει να είναι πολύ με -γαλύτερη της ονομαστικής τιμής εξόδου του σταθεροποιητή τάσης π.χ. 5Volt, καθώς αυτό θα έχει συνέπεια την απώλεια ισχύος και την υπερθέρμανση του. Η ισχύς πρέπει να είναι ανάλογη με την τάση εξόδου, το ρεύμα επι -λογής των διόδων και του σταθεροποιητή τά σης, π.χ. για τάση εξόδου 12V και με δίοδο 1Α έχουμε 12 Watt, δηλαδή ένας μετασχημα -τιστής 20 W κρίνεται ικανοποιητικός.",,paper_605.md
## 2. Επιλογή διόδωνΑπό τα φύλλα δεδομένων (data sheets) δι -όδων η σειρά διόδων 1Ν4001ως 1Ν4007 ικανοποιεί το μέγιστο ρεύμα 1Α και τάση 5V: Το ρεύμα λειτουργίας Ιο (Μέσο Ανορθωμένο Ρεύμα Ορθής Πόλωσης-Average Rectified Forward Current) 1Α. Την ελάχιστη τάση λει -τουργίας της διόδου Vrrm (Επαναλαμβανό μενη Ανάστροφη Τάση Κορυφής-Peak Re -petitive Reverse Voltage) από 50 ~ 1000V.,,paper_605.md
"## 3. Επιλογή ασφάλειαςΕπιλέξτε την προηγούμενη τιμή ασφάλειας από το ρεύμα λειτουργίας. Π.χ. αν επιλέξετε μια δίοδο με Ιο = 1Α τότε η ασφάλεια θα εί -ναι 500mA. Συνήθεις τιμές ασφαλειών είναι 250mA, 500mA, 1Α, 2Α, 3Α, 5Α, 7.5Α και 10Α.",,paper_605.md
"## 4. Επιλογή πυκνωτώνΣύμφωνα με το σχήμα 2 πρέπει να τοπο -θετηθεί ένας πυκνωτής εξομάλυνσης C1, 100μF στα 25V που πραγματοποιεί εξομά -λυνση απευθείας στην ανόρθωση. Ενώ ο πυκνωτής C2, αν και δεν είναι απαραίτητος, συνιστάται από τον κατασκευαστή για βελτί -ωση της σταθεροποίησης.",,paper_605.md
"## 5. Ο σταθεροποιητής τάσηςΈνας τύπος σταθεροποιητή τάσης μπο -ρεί να είναι και της σειράς 78ΧΧ (με δύο XX σημαίνει ότι το ρεύμα είναι 1Α) καθώς είναι θετικός. Για 5V επιλέγουμε τον 7805. Αν θέλαμε 100mA στην έξοδο, θα επιλέγα -με τον τύπο L7805 ή 78L05. Για 1Α, όπως αναφέρθηκε, θα επιλεγεί ο τύπος 7805. Οι ακροδέκτες σύνδεσης των σταθεροποιητών φαίνονται στο σχήμα 1.- 6. Αφού κατασκευάσετε το κύκλωμα του σχή -ματος 2, μετρήστε την τάση εξόδου στους ακροδέκτες της αντίστασης φορτίου με ένα βολτόμετρο.Σχήμα 4: Σχεδιαστικά σταθεροποιητών τάσης.",,paper_605.md
## Διαδικασία 2η,,paper_605.md
## Σταθεροποίηση τάσης +12Volt,,paper_605.md
"## Βήματα- 1. Αντικαταστήστε τον μετασχηματιστή της προηγούμενης άσκησης με έναν 15 ή 18Volt. - 2. Στη θέση του σταθεροποιητή τάσης τοποθε -τήστε τον 7812. - 3. Μετρήστε την τάση εξόδου στα άκρα της αντίστασης φορτίου με ένα βολτόμετρο, θα πρέπει να έχετε την αναμενόμενη τιμή στα -θεροποίησης.",,paper_605.md
## Διαδικασία 3η,,paper_605.md
## Σταθεροποίηση τάσης ±12Volt,,paper_605.md
## Βήματα,,paper_605.md
## 1. Επιλογή μετασχηματιστήΓια να έχετε ± 12VoIt χρειάζεστε ένα μετα -σχηματιστή με μεσαία λήψη. Αν θα τροφο δοτήσετε αποκλειστικά ± 12Volt σε τελεστι -κό ενισχυτή ένας μετασχηματιστής 5-10W αρκεί. Ενώ αν χρησιμοποιηθεί και για άλλες χρήσεις συνιστάται ένας μετασχηματιστής 40-50W. Η τάση του μετασχηματιστή πρέπει να είναι 15 ή 18Volt.,,paper_605.md
## 2. Επιλογή διόδωνΑκολουθήστε το Βήμα 3 για σταθεροποιητή τάσης 5V.,,paper_605.md
## 3. Επιλογή ασφάλειαςΑκολουθήστε το Βήμα 3 για σταθεροποιητή τάσης 5V.,,paper_605.md
## 4. Επιλογή πυκνωτώνΒάσει του σχεδιαστικού κυκλώματος του σχήματος 3 συνδέστε τους πυκνωτές.,,paper_605.md
## 5. Οι σταθεροποιητές τάσηςΣυνδέστε αντίστοιχα τους σταθεροποιητές τάσης με βάση το σχεδιαστικό κύκλωμα του σχήματος 3.,,paper_605.md
## ΠΡΟΣΟΧΗΟι ακροδέκτες του 7812 είναι διαφορετικοί από αυτούς του 7912 (σχήμα 1).- 6. Τοποθετήστε δύο αντιστάσεις φορτίου 1k στην αρνητική και θετική έξοδο και μετρήστε τις αναμενόμενες τάσεις με ένα βολτόμετρο.,,paper_605.md
## Α Σ Κ Η Σ Η Ν ο 3Κυκλώματα διακοπτών - Διπολικό τρανζίστορ (BJT),,paper_605.md
"## Επιδιωκόμενοι στόχοιΜετά από την πραγματοποίηση της άσκησης θα είστε ικανοί να:- ■ Γνωρίζετε τα ρεύματα λειτουργίας ενός τρανζίστορ. - ■ Γνωρίζετε την απολαβή "" β "" ενός τρανζίστορ. - ■ Περιγράφετε την αντιστοιχία ρελέ και τρανζίστορ ως διακόπτες. - ■ Περιγράφετε την κατάσταση αποκοπής (cut-off) ενός τρανζίστορ. - ■ Περιγράφετε την κατάσταση αγωγιμότητας ή κορεσμού (saturation) ενός τρανζίστορ. - ■ Αναλύετε ένα κύκλωμα με το τρανζίστορ ως διακόπτη. - ■ Κατασκευάσετε κυκλώματα με το τρανζίστορ ως διακόπτη. - ■ Γνωρίζετε τα χαρακτηριστικά ενός τρανζίστορ από τα φύλλα δεδομένων (Data Sheets).",,paper_605.md
