paragraphs,type,source_file
"ΠρoεΚΤυΠΩΤιΚεΣ εργαΣιεΣ:εΚΔΟΤιΚΟΣ ΟργαΝιΣΜΟΣ ΛιΒαΝΗΣτη συγγραφή του πρώτου μέρους (1/3) έλαβε μέρος και ο Κωνσταντίνος Μουντζούρης , Λέκτορας Γεωπονικού Πανεπιστημίου Αθηνώνγ' Κ.Π.Σ. / εΠεαεΚ ιι / ενέργεια 2.2.1 / Κατηγορία Πράξεων 2.2.1.α: «Αναμόρφωση των προγραμμάτων σπουδών και συγγραφή νέων εκπαιδευτικών πακέτων»ΠΑΙΔΑΓΩΓΙΚΟ ΙΝΣΤΙΤΟΥΤΟ Δημήτριος γ. ΒλάχοςΟμότιμος Καθηγητής του Α.Π.Θ Πρόεδρος του Παιδαγωγικού Ινστιτούτου«Συγγραφή νέων βιβλίων και παραγωγή υποστηρικτικού εκπαιδευτικού υλικού με βάση το ΔΕΠΠΣ και τα ΑΠΣ για το Γυμνάσιο»Επιστημονικός Υπεύθυνος Έργου αντώνιος Σ. Μπομπέτσης Σύμβουλος του Παιδαγωγικού ΙνστιτούτουΑναπληρωτές Επιστημονικοί Υπεύθυνοι Έργου",,paper_152.md
γεώργιος Κ. ΠαληόςΣύμβουλος του Παιδαγωγικού Ινστιτούτουιγνάτιος ε. ΧατζηευστρατίουΜόνιμος Πάρεδρος του Παιδαγωγικού ΙνστιτούτουΈργο συγχρηματοδοτούμενο 75% από το Ευρωπαϊκό Κοινωνικό Ταμείο και 25% από εθνικούς πόρους.,,paper_152.md
"## ΣΤΟΙΧΕΙΑ ΕΠΑΝΕΚ∆ΟΣΗΣΣΤΟΙΧΕΙΑ Η επανέκδοση του παρόντος βιβλίου πραγματοποιήθηκε από το Ινστιτούτο Τεχνολογίας Υπολογιστών & Εκδόσεων «Διόφαντος» μέσω ψηφιακής μακέτας, η οποία δημιουργή -θηκε με χρηματοδότηση από το ΕΣΠΑ / ΕΠ «Εκπαίδευση Η επανέκδοση του π αρόντος βιβλίου πραγματοποιήθηκε από το Ινστιτούτο Τ εχνο λογίας Υπολογιστών & Εκδόσεων «Διόφαντος» μέσω ψηφιακής μακέτας, η οποία δημιουργή -θηκε με χρηματοδότηση από το ΕΣΠΑ / ΕΠ «Εκπαίδευση & Διά Βίου Μάθηση» / Πράξη «ΣΤΗΡΙΖΩ». από το Ινστιτούτο Τεχνολογίας Υπολογιστών & ΕκδόσεωνΟι διορθώσεις πραγματοποιήθηκαν κατόπιν έγκρισης του Δ.Σ. του Ινστιτούτου Εκπαιδευτικής Πολιτικής& Διά Βίου Μάθηση» / Πράξη «ΣΤΗΡΙΖΩ».Οι διορθώσεις πραγματοποιήθηκαν κατόπιν έγκρισης του Δ.Σ. του Ινστιτούτου Εκπαιδευτικής Πολιτικήςγεώργιος γρ. Παπάς, Σύμβουλος του Παιδαγωγικού Ινστιτούτου",,paper_152.md
ΣΤΟΙΧΕΙΑ,,paper_152.md
ΑΡΧΙΚΗΣ ΕΚ∆ΟΣΗΣ,,paper_152.md
"## ΣΤΟΙΧΕΙΑ ΑΡΧΙΚΗΣ ΕΚ∆ΟΣΗΣΚωνσταντίνος αμπελιώτης, Λέκτορας Χαροκοπείου Πανεπιστημίου Κωνσταντίνος αποστολόπουλος, Καθηγητής Χαροκοπείου Πανεπιστημίου ευαγγελία γεωργιτσογιάννη, Αναπληρώτρια Καθηγήτρια Χαροκοπείου Πανεπιστημίου Μαρία γιαννακούλια, Λέκτορας Χαροκοπείου Πανεπιστημίου ευαγγελία Κροκίδη, Σχολική Σύμβουλος Οικιακής Οικονομίας Σοφία Προβατάρη, Οικιακής Οικονομίας, Εκπαιδευτικός Β/θμιας Εκπαίδευσης Άννα Σαΐτη, Επίκουρη Καθηγήτρια Χαροκοπείου ΠανεπιστημίουΝικόλαος ανδρικόπουλος, Καθηγητής Χαροκοπείου Πανεπιστημίου Κανέλλα Λαγάκου, Σχολική Σύμβουλος Οικιακής Οικονομίας Ζακελίν γραβάνη, Οικιακής Οικονομίας, Εκπαιδευτικός Β/θμιας Εκπαίδευσης",,paper_152.md
"## ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ ΙΝΣΤΙΤΟΥΤΟ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣΚωνσταντίνος Αμπελιώτης, Κωνσταντίνος Αποστολόπουλος, Ευαγγελία Γεωργιτσογιάννη, Μαρία Γιαννακούλια, Ευαγγελία Κροκίδη, Σοφία Προβατάρη, Άννα Σαΐτη",,paper_152.md
αΝαΔΟΧΟΣ ΣυγγραφΗΣΗ συγγραφή και η επιστηµονική επιµέλεια του βιβλίου πραγµατοποιήθηκε υπό την αιγίδα του Παιδαγωγικού Ινστιτούτου,,paper_152.md
Α' & Β' ΓΥΜΝΑΣΙΟΥ,,paper_152.md
## ΠΕΡΙΕΧΟΜΕΝΑ,,paper_152.md
## ΠΡΟΛΟΓΟΣ,,paper_152.md
"## Αγαπητέ μαθητή,Το βιβλίο που κρατάς στα χέρια σου αποτελεί συνέχεια της προηγούμενης προσπάθειας του βιβλίου της Οικιακής Οικονομίας της Α' Γυμνασίου. Έρχεται να σου προσφέρει γνώσεις προκειμένου να δημιουργήσεις ένα περιβάλλον ικανό να σου εξασφαλίσει ψυχική και σωματική υγεία, τόσο σ' εσένα όσο και στα μέλη της οικογένειάς σου.Στην Α' Γυμνασίου το αντίστοιχο εγχειρίδιο σου πρόσφερε σημαντικές γνώσεις γύρω από πολλές πτυχές της καθημερινής ζωής, όπως για την οικογένεια και τον κοινωνικό περίγυρο, τα οικονομικά της οικογένειας, τη διατροφή, την αγωγή υγείας. Επεδίωκε να διευρύνει τους ορίζοντές σου και να σταθεί κοντά στα προβλήματα της ηλικίας σου.Έτσι, ανακαλώντας στη μνήμη σου τις προηγούμενες γνώσεις και εμπειρίες σου, τα φετινά μαθήματα θα σε βοηθήσουν να οργανώνεις το χρόνο σου ώστε να διαχειρίζεσαι καλύτερα τη ζωή σου. Μέσα από το μάθημα της Οικιακής Οικονομίας θα εμπλουτίσεις τις γνώσεις σου σχετικά με την αξία του φυσικού και πολιτισμικού περιβάλλοντος και θα μάθεις να το προστατεύεις και να το διαφυλάσσεις. Θα σου δοθεί η δυνατότητα να συλλέξεις πληροφορίες για τους παράγοντες που επηρεάζουν την υγεία (π.χ. σωστή διατροφή) και τη σημασία της πρόληψης στην καθημερινή ζωή των ανθρώπων.",,paper_152.md
"Σημαντικό ρόλο στη διεξαγωγή του μαθήματος θα παίξουν το τετράδιο εργασιών και ο εργαστηριακός οδηγός. Θα σε βοηθήσουν να εμπεδώσεις καλύτερα τη θεωρία, να αναπτύξεις την κριτική σου σκέψη και να καλλιεργήσεις τη συνεργατικότητα και τη δημιουργικότητα.Μην ξεχνάς ότι το βιβλίο αυτό μπορεί να σου δώσει την ευκαιρία να συμμετάσχεις σε ένα ουσιαστικό διάλογο για θέματα της καθημερινότητας που σε απασχολούν, αλλά και για ζητήματα που προβληματίζουν γενικότερα τους ανθρώπους σε ολόκληρο τον πλανήτη.",,paper_152.md
Οι συγγραφείς,,paper_152.md
## 1. ΟΙΚΙΑΚΗ ΟΙΚΟΝΟΜΙΑ ΚΑΙ ΕΛΛΗΝΙΚΟΣ ΠΟΛΙΤΙΣΜΟΣ,,paper_152.md
"## 1.1 Η Οικιακή Οικονομία στην αρχαία Ελλάδα Λέξεις - κλειδιά:  οικιακή οικονομία, οικογενειακή ζωή, διατροφή, πολιτισμός, ψυχαγωγία, φιλοξενίαΣτόχοι της υποενότητας είναι οι μαθητές και οι μαθήτριες:- να ενημερωθούν για τον τρόπο ζωής των αρχαίων Ελλήνων και να μπορούν να τον συνδέουν με το παρόν - να κατανοήσουν τη σημασία της Οικιακής Οικονομί -ας ως παράγοντα διαμόρφωσης του αρχαίου ελληνικού πολιτισμού.",,paper_152.md
"## α. Η οργάνωση της οικογενειακής ζωήςΗ Οικιακή Οικονομία έπαιξε μεγάλο ρόλο στην εξέλιξη του ελληνικού πολιτισμού, γιατί συν -δεόταν πάντοτε με την οικογένεια, τον πυρήνα, δηλαδή, της κοινωνίας που δημιουργεί κάθε πο -λιτισμό. Συγκεκριμένα, η Οικιακή Οικονομία αναφέρεται στον τρόπο οργάνωσης της ζωής της οικογένειας, στα οικονομικά της, στη διατροφή των μελών της, στις σχέσεις μεταξύ τους και με άλλους ανθρώπους, στην κατοικία και στην ενδυμασία τους.Εικ. 1.1 Γυναίκες που κατασκευάζουν τα ρούχα της οικογένειας: μία γνέθει και δύο υφαίνουν (Αγγείο, Ν. Υόρκη, Μητροπολιτικό Μουσείο)Στην αρχαία Ελλάδα, η οικιακή οικονομία βα -σιζόταν στον καταμερισμό των ρόλων των δύο συ -ζύγων. Οι άντρες θεωρούσαν ως κύρια υποχρέωσή τους τις υποθέσεις της πόλης τους. Επίσης, ασχο -λούνταν και με κάποιες ανάγκες της οικογένειας, όπως με τα ψώνια. Οι γυναίκες είχαν τη φροντίδα της οικογένειας. Κύρια καθήκοντά τους ήταν οι δουλειές του σπιτιού και η ανατροφή των παιδιών. Στην περίπτωση που υπήρχαν δούλοι, έπρεπε να τους επιβλέπουν. Οι γυναίκες είχαν, επίσης, την υποχρέωση να κατασκευάζουν τα ρούχα των με -λών της οικογένειας.",,paper_152.md
"Ως προστάτιδα της οικογένειας οι αρχαίοι Έλ -ληνες τιμούσαν την Εστία, θεά της οικιακής φω -τιάς, γιατί ο χώρος της φωτιάς του σπιτιού («εστία, τζάκι»), η οποία πρόσφερε φως, ζεστασιά και δυ -νατότητα παρασκευής του φαγητού, αποτελούσε το κέντρο της οικογενειακής ζωής. Η θεά Εστία μπορεί να θεωρηθεί λοιπόν και προστάτιδα της οικιακής οικονομίας.Οι αρχαίοι Έλληνες έθεσαν τις βάσεις της επιστήμης της Οικιακής Οικονομίας. Στον Οικονο -μικό του Ξενοφώντα περιγράφεται λεπτομερώς η οργάνωση που πρέπει να έχει ένα νοικοκυριό. Ο Ισχόμαχος, ένας νιόπαντρος Αθηναίος, συμβουλεύει τη σύζυγό του μ' αυτά τα λόγια: «Πρέπει, λοιπόν, εσύ να μένεις στο σπίτι. Και όσους υπηρέτες έχουν δουλειά έξω από το σπίτι αυτούς να τους στέλνεις στη δουλειά όλους μαζί, και όσους έχουν δουλειά μέσα αυτούς εσύ η ίδια να επιβλέ -πεις, τα πράγματα που φέρνουν εσύ να παραλαμβάνεις, να κανονίζεις αυτά που είναι να ξοδευ -τούν και όσα πρέπει να περισσέψουν να φροντίζεις να τα φυλάς. Γιατί δεν πρέπει να ξοδέψουμε σε ένα μήνα όσα πρέπει μέσα σε ένα χρόνο».",,paper_152.md
"## β. Η διατροφή των αρχαίων ΕλλήνωνΜία από τις πιο σημαντικές φροντίδες κάθε οικογένειας ήταν η διατροφή της. Γενικά, οι αρχαίοι Έλληνες ήταν λιτοδίαιτοι . Για πρωι -νό έτρωγαν συνήθως λίγο ψωμί βουτηγμένο σε κρασί και ίσως λίγες ελιές ή σύκα ξερά. Απλό ήταν επίσης το μεσημεριανό, καθώς και το απο -γευματινό τους. Το κύριο φαγητό τους ήταν το βραδινό.Το ψωμί φτιαχνόταν είτε από κριθάρι είτε από σιτάρι. Το κρέας ήταν ακριβό και το έτρω -γαν σε έκτακτες περιστάσεις, κυρίως σε γιορ -Εικ. 1.2 Γυναίκες που ζυμώνουν ψωμί υπό τους ήχους δίαυλου (Ειδώλιο, Παρίσι, Μουσείο Λούβρου)τές, όταν προσφερόταν θυσία στους θεούς. Συχνότερα έτρωγαν πουλερικά, όπως κότες και χήνες. Αγαπούσαν και το κυνήγι, αλλά δεν ήταν δυνατό να το έχουν συχνά. Από τις σπουδαιότερες τροφές ήταν και τα ψάρια.Οι αρχαίοι Έλληνες έτρωγαν επίσης λαχανικά, κυρίως αυτά που καλλιεργούσαν στα περι -βόλια. Από τα όσπρια γνώριζαν τα κουκιά και τις φακές. Αγαπημένο συμπλήρωμα του φαγητού ήταν τα φρούτα και οι ξηροί καρποί. Αρωμάτιζαν τα φαγητά με θυμάρι και ρίγανη. Τα γλυκά φτιάχνονταν από μέλι και αλεύρι. Το γεύμα συμπληρωνόταν με κρασί που το έπιναν πάντοτε νερωμένο.",,paper_152.md
"Στην εποχή μας έχει εκτιμηθεί η αξία της αρχαίας ελληνικής διατροφής. Λόγω της μεγάλης χρήσης του ελαιόλαδου και της κατανάλωσης λαχανικών, φρούτων και δημητριακών, αποτελεί τη βάση της σύγχρονης Μεσογειακής Διατροφής , ενός διατροφικού προτύπου που εξασφαλίζει πολλά πλεονεκτήματα υγείας.Είναι γεγονός, επίσης, ότι οι αρχαίοι Έλληνες ανύψωσαν τη διατροφή σε στοιχείο πολιτισμού . Πρώτα απ' όλα, βάσιζαν τη διατροφή τους σε τρία είδη που αποτελούν προϊόντα μεγάλης κατεργα -σίας, η οποία απαιτεί πολιτισμική εξέλιξη. Αυτά ήταν το ψωμί, το λάδι και το κρασί. Έπειτα, δεν έβλεπαν το φαγητό απλώς ως κάτι απαραίτητο για να μπορέσουν να ζήσουν, αλλά ως μέσο επικοι -νωνίας, ψυχαγωγίας και πολιτισμού.",,paper_152.md
"## γ. Οι διαπροσωπικές και κοινωνικές σχέσειςΣτο πλαίσιο της οικογένειας , δημιουργούνταν διαπροσωπικές και κοινωνικές σχέσεις. Ο άντρας ήταν ο κύριος του σπιτιού και η θέση της γυναίκας περιορισμένη. Συχνά, όμως, αναπτύσ -σονταν συναισθήματα αγάπης και εκτίμησης μεταξύ τους. Και οι δύο γονείς νοιάζονταν για τα παιδιά τους, τα οποία όφειλαν να τους σέβονται και να τους υπακούουν, ενώ και αυτά με τη σειρά τους, όταν μεγάλωναν, είχαν υποχρέωση να φροντίζουν τους γέροντες γονείς τους.Βασικός τρόπος ψυχαγωγίας μέσα στο σπίτι ήταν τα συμπόσια, στα οποία, όμως, δεν έπαιρναν μέρος οι γυναίκες της οικογένειας. Στις συγκεντρώσεις αυτές το φαγητό συνδυαζόταν με τη δια -σκέδαση και με κάθε είδους συζητήσεις, ακόμα και πολιτικές ή φιλοσοφικές.Απαραίτητο στοιχείο της οικογενειακής ζωής ήταν και η φιλοξενία , η οποία είχε πολύ ση -μαντική θέση στον αρχαίο ελληνικό κόσμο. Όταν, μάλιστα, ο φιλοξενούμενος ετοιμαζόταν να φύγει, συνήθιζε να ανταλλάσσει με τον οικοδεσπότη δώρα, που συμβόλιζαν τη φιλία η οποία είχε δημιουργηθεί μεταξύ τους.",,paper_152.md
"## 1.2 Η Οικιακή Οικονομία στο Βυζάντιο Λέξεις - κλειδιά:  οικιακή οικονομία, οικογενειακή ζωή, Χριστιανι -σμός, διατροφή, φιλοξενίαΣτόχοι της υποενότητας είναι οι μαθητές και οι μαθήτριες:- να ενημερωθούν για τον τρόπο ζωής των Βυζαντινών και να μπορούν να τον συνδέουν με το παρόν - να κατανοήσουν τη σημασία της Οικιακής Οικονομίας ως παράγοντα διαμόρφωσης του βυζαντινού πολιτισμού.",,paper_152.md
"## α. Η οργάνωση της οικογενειακής ζωήςΣτην εποχή της βυζαντινής αυτοκρατορίας, οι βασικές αρχές της οικογενειακής ζωής δεν άλ -λαξαν, απλώς επηρεάστηκαν από το χριστιανικό πνεύμα. Η οικιακή οικονομία εξακολούθησε να βασίζεται στους παραδοσιακούς ρόλους των δύο φύλων. Έτσι, οι άντρες ασχολούνταν με εργασίες έξω από το σπίτι, ενώ οι γυναίκες παρέμεναν, σε μεγάλο βαθμό, μέσα σ' αυτό. Ασχολούνταν με τις δουλειές του σπιτιού και την ανάγνωση του Ευαγγελίου. Ύφαιναν στον αργαλειό και έφτιαχναν τα ρούχα της οικογένειας. Άλεθαν το σιτάρι είτε στο χειροκίνητο μύλο είτε πηγαίνοντας σε υδρό -μυλο ή ανεμόμυλο, αν το επέτρεπε η κοινωνική τους θέση. Βασική ασχολία τους ήταν, επίσης, να ζυμώνουν και να μαγειρεύουν.Κύριο έργο των γυναικών ήταν η ανατροφή των παιδιών τους . Οι μητέρες έπρεπε να διαπαι -δαγωγούν τις κόρες τους, έτσι ώστε να γίνουν καλές χριστιανές. Στόχος τους, επίσης, ήταν να τις εφοδιάσουν με όλες τις απαραίτητες γνώσεις για να γίνουν καλές οικοδέσποινες. Τους δίδασκαν, επίσης, στο σπίτι τα λεγόμενα στοιχειώδη ή ιερά γράμματα, δηλαδή ανάγνωση, γραφή, θρησκευ -τικά, αριθμητική και ωδική.",,paper_152.md
"Γενικά, οι γυναίκες είχαν ενεργό ρόλο στην οικογένεια, αφού ήταν κυρίες του σπιτιού τους και υπεύθυνες για την ανατροφή και τη μόρ -φωση των παιδιών τους. Υπήρχαν, πάντως, και γυναίκες που σταδιοδρόμησαν επαγγελ -ματικά και συμμετείχαν στην οικονομική ζωή της αυτοκρατορίας.Εικ.1.3 Η χήρα Δανιηλίδα, ιδιοκτήτρια μεγάλων εκτάσεων γης και εργαστηρίων υφαντουργίας (Μικρογραφία. Μαδρίτη, Εθνική Βιβλιοθήκη)",,paper_152.md
"## β. Η διατροφή των ΒυζαντινώνΗ διατροφή στα χρόνια αυτά άλλαξε αρκετά, εξαιτίας της επίδρασης διάφορων παραγόντων . Η αλλαγή του κλίματος, που έγινε ψυχρότερο, οδήγησε στην καταστροφή πολλών παραδοσιακών καλλιεργειών. Αυξήθηκαν τα άγρια χόρτα, τα όσπρια, το κυνήγι και το κρέας. Η κατάκτηση, απότους Άραβες, της Αιγύπτου και της Συρίας, περιοχές οι οποίες προμήθευαν την αυτοκρατορία με σιτάρι και λάδι αντίστοιχα, προκάλεσε έλλειψη στα προϊόντα αυτά. Επιπλέον, εμφανίζονται νέα είδη και νέα ονόματα, όπως τα νεράντζια, τα πορτοκάλια και οι μελιτζάνες. Τα περισσότερα προέρχονται από την Ανατολή. Συγχρόνως, η χριστιανική θρησκεία επηρέασε τη διατροφή με τις απαγορεύσεις και τις νηστείες που όρισε.Οι βασικές τροφές των Βυζαντινών ήταν οι εξής με σειρά κατανάλωσης: άγρια χόρτα, βολβοί, όσπρια, οπωρικά, γαλακτοκομικά, λίπη, κρέατα, κρασί, σιτηρά, λάδι, αβγά, ψάρια, καρυκεύματα. Εάν εξαιρέσουμε ελάχιστες περιοχές της αυτοκρατορίας που παρήγαγαν λάδι, για τους περισσότερους αυτό ήταν λιγοστό και πολύτιμο. Αντί για λάδι, στη διατροφή χρησιμοποιούσαν λίπη, γαλακτοκομικά και μια σάλτσα από μικρά ψάρια, το λεγόμενο γάρο .",,paper_152.md
"Εικ. 1.4 Ο Μυστικός Δείπνος (Μικρογραφία. Άγιο Όρος, Μονή Διονυσίου)",,paper_152.md
"## γ. Οι διαπροσωπικές και κοινωνικές σχέσειςΑρχηγός της οικογένειας ήταν ο άντρας, ο οποίος όμως σύμφωνα με τις αρχές της χριστιανικής θρησκείας έπρεπε να υπολογίζει και να αγαπά τη γυναίκα του. Εκείνη με τη σειρά της ήταν υπο -χρεωμένη να υπακούει το σύζυγό της και να του φέρεται με γλυκύτητα και σεβασμό. Οι σχέσεις των παιδιών με τους γονείς τους βασίζονταν στην υπακοή και στο σεβασμό. Όταν αυτοί γερνούσαν, τα παιδιά όφειλαν να τους φροντίζουν.Η φιλοξενία ήταν σεβαστή στο Βυζάντιο. Όπως και στην αρχαιότητα, οι γυναίκες ήταν εκείνες που φρόντιζαν για τους φιλοξενούμενους. Παρ' όλα αυτά, έτρωγαν πάντοτε μόνες τους, σε ξεχω -ριστό τραπέζι από τους άντρες, όχι μόνο σε γεύματα σε ξένα σπίτια ή ακόμα και στο Παλάτι, αλλά και στο ίδιο τους το σπίτι.",,paper_152.md
"## 1.3 Η Οικιακή Οικονομία στα μεταβυζαντινά χρόνια Λέξεις - κλειδιά:  οικιακή οικονομία, οικογενειακή ζωή, προίκα, οικοτεχνία, παραδοσιακή διατροφή, λάδι, φιλοξενίαΣτόχοι της υποενότητας είναι οι μαθητές και οι μαθήτριες:- να ενημερωθούν για τον τρόπο ζωής στα μεταβυζαντινά χρόνια και να μπορούν να τον συνδέουν με το παρόν - να κατανοήσουν τη σημασία της Οικιακής Οικονομίας ως παράγοντα διαμόρφωσης του πολιτισμού την περίοδο αυτή.",,paper_152.md
"## α. Η οργάνωση της οικογενειακής ζωήςΣτα χρόνια που ακολούθησαν την πτώση του Βυζαντίου, οι άντρες ασχολούνταν με τις εξωτερικές εργασίες και οι γυναίκες με το σπίτι, ακολουθώντας την παράδοση. Ωστόσο, επειδή πολλοί άντρες ξενιτεύονταν ή έλειπαν αρκετούς μήνες από το σπίτι ως ναυτικοί ή περιοδεύοντες έμποροι ή τεχνί -τες, οι γυναίκες σε αυτές τις περιπτώσεις αναλάμβαναν όλη τη διοίκηση του σπιτιού και τις ευθύνες της οικογένειας. Στις αγροτικές οικογένειες βοηθούσαν, επίσης, τους συζύγους τους στις δουλειές τους. Οι γυναίκες ήταν υπεύθυνες, εξάλλου, για τη φροντίδα των παιδιών, καθώς και των ηλικιωμέ -Εικ. 1.5 Ποιμένας επιστρέφει από τη βοσκή. Οι γυναίκες ασχολούνται με το γνέσιμο και τη φροντίδα των παιδιών (Αθήνα, Γεννάδειος Βιβλιοθήκη)νων μελών της οικογένειας που ζούσαν μαζί της.Βασικός άξονας γύρω από τον οποίο κινιόταν η οικονομία του σπιτιού και οι δραστηριότητές της ήταν η προίκα των κο -ριτσιών. Για την προίκα αυτή εργάζονταν τόσο οι γονείς όσο και τα ίδια τα κορίτσια μέχρι την ημέρα του γάμου τους. Στο θεσμό αυτό στηρίχτηκε και η μεγάλη ανάπτυξη της οικοτεχνίας των υφαντών και των κεντη -μάτων που σημειώθηκε εκείνη την εποχή. Η ανάπτυξη αυτή αποτέλεσε σταθμό στην οικογενειακή ζωή, γιατί έδωσε τη δυνατότητα σε πολλές κοπέλες να βοηθούν οικονομικά την οικογένειά τους κερδίζοντας χρήματα από την πώληση των έργων τους.",,paper_152.md
"## β. Η ελληνική παραδοσιακή διατροφήΗ διατροφή των Ελλήνων στην περίοδο αυτή αποτελεί τη λεγόμενη ελληνική παραδοσιακή διατροφή . Βασίζεται στην αρχαία και στη βυζαντινή διατροφή, αλλά έχει δεχτεί και επιδράσεις από τους ξένους κατακτητές.Βασική τροφή του ελληνικού λαού ήταν το ψωμί. Η κατανάλωση κρέατος ήταν πολύ περιορι -σμένη. Κρέας έτρωγαν συνήθως στις μεγάλες γιορτές, τις Κυριακές και στα πανηγύρια. Αντίθετα, σημαντική θέση στη διατροφή είχαν τα όσπρια. Ιδιαίτερα στις περιόδους νηστείας, τα όσπρια απο -τελούσαν το κυριότερο φαγητό. Τα διάφορα λαχανικά και χόρτα ήταν μια από τις πιο συνηθισμένεςτροφές, ιδιαίτερα σε περιοχές όπου παράγεται πολύ λάδι. Οι κάτοικοι των νησιών και των πα -ράλιων περιοχών κατανάλωναν πολλά ψάρια και θαλασσινά. Τέλος, το γάλα και τα προϊόντα του αποτελούσαν βασικές τροφές, κυρίως των κτηνοτροφικών πληθυσμών.Η ελληνική παραδοσιακή διατροφή, ιδιαίτε -ρα εκείνη των ελαιοπαραγωγικών περιοχών, που στηριζόταν στη χρήση του λαδιού , έχει αποδει -χτεί από τις σύγχρονες επιστημονικές έρευνες ότι είναι πολύ υγιεινή, γιατί συνδυάζει σε σωστές αναλογίες όλα τα απαραίτητα για τον ανθρώπινο οργανισμό συστατικά.",,paper_152.md
Εικ. 1.6 Παραδοσιακό στολισμένο ψωμί από τη Γορτυνία,,paper_152.md
"## γ. Οι διαπροσωπικές και κοινωνικές σχέσειςΣτα χρόνια αυτά, η ελληνική οικογένεια αντιμετώπισε πολλές δυσκολίες από τους ξένους κα -τακτητές. Για να τις ξεπεράσει, στηρίχτηκε στη συνεργασία μεταξύ των μελών της. Το βράδυ, η οικογένεια μαζευόταν γύρω από τη φωτιά. Συχνά έρχονταν και οι γείτονες. Επίσης, οι γυναίκες και τα κορίτσια της γειτονιάς συνήθιζαν να γνέθουν και να κεντούν μαζί στα σπίτια συζητώντας και τραγουδώντας. Ευκαιρίες για διασκέδαση έδιναν οι γάμοι και τα πανηγύρια.Μεγάλη σημασία δινόταν στη φιλοξενία . Σύμφωνα με τις πατροπαράδοτες συνήθειες, στο φιλο -ξενούμενο προσφερόταν όσο το δυνατόν πιο πλούσιο γεύμα και στρώνονταν τα καλύτερα σεντόνια και σκεπάσματα για να κοιμηθεί. Όπως περιγράφει ένας ξένος περιηγητής, σε έναν αρχοντικό πύργο της Μάνης: «Για τον ύπνο (στους φιλοξενούμενους) άπλωσαν στο πάτωμα στρώματα, μαξι -λάρες και κεντητά σεντόνια από φαρδιές λουρίδες μουσελίνας και χρωματιστό μετάξι, όλα έργα των χεριών των γυναικών της οικογένειας».",,paper_152.md
"## 1.4 Η ελληνική λαϊκή τέχνη Λέξεις - κλειδιά:  λαϊκή τέχνη, οικιακή οικονο -μία, χρηστικότητα, αισθητική, παράδοση, φύση, μορφές, πολιτισμική κληρονομιάΣτόχοι της υποενότητας είναι οι μαθητές και οι μαθήτριες:- να γνωρίσουν τα χαρακτηριστικά και τους τομείς της ελλη -νικής λαϊκής τέχνης - να κατανοήσουν τη σημασία της ελληνικής λαϊκής τέχνης.",,paper_152.md
