paragraphs,type,source_file
"## ΠρόλογοςΟ βιολογικός τρόπος παραγωγής αγροτικών προϊόντων ασκείται σε πολλές περιοχές της Ευρώπης εδώ και δεκαετίες. Ωστόσο, μόλις το 1991 αναγνωρίστηκε ως μια βιώσιμη μορφή γεωργίας και υιοθετήθηκε ως επίσημη γεωργική πολιτική της Ευρωπαϊκής Ένωσης. Για να φτάσει στο σημείο αυτό, προηγήθηκε έντονος προβληματισμός και έγιναν αντιληπτά τα πρώτα σημάδια κρίσης του μοντέλου της εντατικής γεωργίας, που είχε υιοθετήσει η Ευρώπη μετά το Δεύτερο Παγκόσμιο Πόλεμο.Οι παραγωγοί ήταν ίσως οι πρώτοι που ήρθαν αντιμέτωποι με τα προβλήματα της εντατικής γεωργίας. Η εξάρτησή τους από τα εργαστήρια για την προμήθεια σπόρων, φυλών ζώων, φαρμάκων, λιπασμάτων και άλλων χημικών σκευασμάτων έγινε έντονη. Επίσης, έντονη έγινε και η εξάρτησή τους από τις βιομηχανίες τροφίμων για την απορρόφηση των προϊόντων τους. Οι γεωργοί και οι κτηνοτρόφοι κατέληξαν να μην ελέγχουν τι χρησιμοποιούν στις καλλιέργειες και στα ζώα τους. Τελικά, δεν παρήγαγαν τρόφιμα για τον καταναλωτή, αλλά πρώτες ΰλες για τη βιομηχανία τροφίμων. Έτσι, χάθηκε η προσωπική επαφή που είχαν αναπτύξει οι παραγωγοί με τους καταναλωτές. Μάλιστα, οι τελευταίοι τους θεωρούσαν υπεύθυνους για την ποιοτική υποβάθμιση των εδαφών και των νερών.",,paper_299.md
"Από την πλευρά τους οι καταναλωτές, έχοντας απομακρυνθεί από τον αγροτικό τρόπο ζωής και τις δυσκολίες που αυτός παρουσιάζει, προβληματίζονταν τόσο για τη διατροφή τους όσο και για την προστασία της υπαίθρου. Ήθελαν προϊόντα ασφαλή, τα οποία παράγονται με τρόπο φιλικό προς το περιβάλλον και με σεβασμό προς τις φυσιολογικές ανάγκες των ζώων. Ήθελαν, επίσης, η ύπαιθρος να αποτελεί έναν τόπο αναψυχής και όχι ένα τοπίο υποβαθμισμένο από τις γεωργικές δραστηριότητες.Τέλος, οι πολιτικοί συνειδητοποίησαν ότι η εντατική γεωργία, αφού κατόρθωσε να εξασφαλίσει αυτάρκεια τροφίμων, ολοκλήρωσε τον κύκλο της. Έγινε πλέον σαφές ότι αυτός ο τρόπος παραγωγής ευθύνεται για την υποβάθμιση του φυσικού περιβάλλοντος, αλλά και ότι οδηγεί σε αδιάθετα πλεονασματικά προϊόντα χαμηλής ποιότητας, με αποτέλεσμα να αποδίδει όλο και λιγότερο στον παραγωγό, ο οποίος κατέληξε να κερδίζει περισσότερα από τις κρατικές επιδοτήσεις παρά από το ίδιο το προϊόν που παράγει.Οι υπεύθυνοι για την ευρωπαϊκή γεωργική πολιτική θεώρησαν ότι η απάντηση στα προβλήματα της εντατικής γεωργίας θα μπορούσε να είναι, μεταξύ άλλων, και η βιολογική γεωργία. Αυτή η μορφή γεωργίας έχει αφενός κοινωνική απήχηση και αφετέρου παρέχει δυνατότητες να αντιμετωπιστούν τα αδιέξοδα της εντατικής πρακτικής. Παρέχει ένα ικανοποιητικό εισόδημα στους παραγωγούς και αντιμετωπίζει τον αγροτικό τομέα ως ένα μέσο για την ανάπτυξη της υπαίθρου και την παραγωγή διαφοροποιημένων, ποιοτικών προϊόντων, ενώ παράλληλα συμβάλλει στη μείωση των περιβαλλοντικών επιπτώσεων.",,paper_299.md
"Κάθε χώρα είχε διαφορετικές προσδοκίες από την ανάπτυξη της βιολογικής γεωργίας, αφού κλήθηκε να επιλύσει διαφορετικά προβλήματα του αγροτικού της τομέα. Έτσι, σε ορισμένες περιπτώσεις η εφαρμογή της βιολογικής γεωργίας αποσκοπούσε στην παραγωγή εξειδικευμένων και ανταγωνιστικών προϊόντων. Άλλες χώρες έθεσαν ως στόχο την αναβάθμιση του περιβάλλοντος, το οποίο είχε δεχθεί σοβαρά πλήγματα από τις γεωργικές δραστηριότητες. Σε χώρες όπως η Ελλάδα, η βιολογική γεωργία αξιοποιήθηκε ως ένα μέσο αποκατάστασης της κοινωνικής και οικονομικής συνοχής στις ορεινές και μειονεκτικές περιοχές, οι οποίες πλήττονται από εγκατάλειψη του ανθρώπινου δυναμικού.Η βιολογική εκτροφή αγροτικών ζώων ασκήθηκε για πρώτη φορά στη Γερμανία το 1924, σε συνδυασμό με τη βιολογική γεωργία, στα μικτά αγροκτήματα φυτικής και ζωικής παραγωγής. Σχεδόν σε όλες τις χώρες της Ευρωπαϊκής Ένωσης, ήδη από τη δεκαετία του '80, δόθηκε νομική υπόσταση στο βιολογικό τρόπο εκτροφής ζώων. Μάλιστα, σε ορισμένες συνιστά πλέον ένα σημαντικό ποσοστό της ζωικής παραγωγής, ενώ σε άλλες",,paper_299.md
"έχουν τεθεί φιλόδοξοι στόχοι για την ανάπτυξή της τα προσεχή χρόνια. Αντίθετα, στην Ελλάδα έγινε γνωστή μόλις το 1999 μετά την ψήφιση της σχετικής Κοινοτικής νομοθεσίας, με αποτέλεσμα η χώρα μας να υπολείπεται σημαντικά στην παραγωγή βιολογικών προϊόντων ζωικής προέλευσης.Ένα από τα σημαντικότερα προβλήματα, που επηρεάζει αρνητικά την ανάπτυξη του συγκεκριμένου τρόπου εκτροφής στη χώρα μας, είναι η έλλειψη εξειδικευμένου προσωπικού, ικανού να προσφέρει τις υπηρεσίες του στις επιχειρήσεις που δραστηριοποιούνται στο χώρο αυτό.Το μάθημα «Βιολογική Εκτροφή Αγροτικών Ζώων» διδάσκεται για πρώτη φορά στη δευτεροβάθμια εκπαίδευση. Το παρόν βιβλίο γράφτηκε και εμπλουτίστηκε με πίνακες, φωτογραφίες και υλικό, τα οποία θα διευκολύνουν τη διδασκαλία του και την κατανόηση βασικών εννοιών και γνώσεων.Το βιβλίο απευθύνεται σε μαθητές του 2ου κύκλου του Τομέα Γεωπονίας, Τροφίμων και Περιβάλλοντος που παρακολουθούν την ειδικότητα της Ζωικής Παραγωγής, με σκοπό να τους φέρει σε επαφή με τη βιολογική εκτροφή αγροτικών ζώων. Ειδικότερα, οι μαθητές θα κατανοήσουν τις βασικές αρχές της βιολογικής γεωργίας, θα αποκτήσουν γνώσεις και δεξιότητες σχετικά με την παραγωγή, την πιστοποίηση και την εμπορία των βιολογικών προϊόντων ζωικής προέλευσης, θα εξοικειωθούν με την ισχύουσα νομοθεσία και θα ευαισθητοποιηθούν σε φιλοπεριβαλλοντικές συμπεριφορές. Παράλληλα, θα γνωρίσουν νέες επαγγελματικές δραστηριότητες, που προστατεύουν το περιβάλλον, συντελούν στη βελτίωση της διατροφής και διαβίωσης των καταναλωτών και προσφέρουν δυνατότητες επαγγελματικής αποκατάστασης.",,paper_299.md
"Για την επίτευξη των παραπάνω στόχων, έγινε προσπάθεια από την πλευρά των συγγραφέων να διαμορφωθεί ένα απλό κείμενο, που παρέχει γνώσεις και δεξιότητες ανάλογες με το γνωστικό επίπεδο των μαθητών. Οι μαθητές αυτοί, αποκτώντας την κατάλληλη εκπαίδευση, θα είναι εκείνοι που θα συμμετέχουν και θα εφαρμόζουν στην πράξη τη βιολογική εκτροφή αγροτικών ζώων.",,paper_299.md
Οι συγγραφείς,,paper_299.md
## Περιεχόμενα,,paper_299.md
ΠΡΟΛΟΓΟΣΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗ ΑΓΡΟΤΙΚΩΝ ΖΩΩΝ,,paper_299.md
ΠΕΡΙΕΧΟΜΕΝΑΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗ ΑΓΡΟΤΙΚΩΝ ΖΩΩΝ,,paper_299.md
ΚΕΦΑΛΑΙΟ 5,,paper_299.md
"## 1.1 Παραγωγικά συστήματα εκτροφήςΚάθε κτηνοτροφική εκμετάλλευση κατά τη λειτουργία της χαρακτηρίζεται από εισροές και εκροές. Στις εισροές περιλαμβάνονται:- ● ζωοτροφές, φάρμακα, εφόδια και άλλα αναλώσιμα υλικά - ● ανθρώπινο δυναμικό για διάφορες εργασίες (π.χ. καθάρισμα στάβλων, τάισμα, άμελξη, κούρεμα ζώων, συλλογή αβγών κτλ.) ή επισκευές εγκαταστάσεων (ηλεκτρολογικά, υδραυλικά κ.ά.) και εξοπλισμού (ταΐστρες, ποτίστρες, αμελκτήριο, κλωβοί κ.ά.) - ● υλικά συντήρησης κτηριακών εγκαταστάσεων - ● αντικατάσταση εξοπλισμού, ζώων κτλ.Στις εκροές περιλαμβάνονται τα κτηνοτροφικά προϊόντα (γάλα, κρέας, αβγά, μαλλί κτλ.) και οι επιδοτήσεις, εφόσον τις δικαιούται ο παραγωγός.Με βάση τα παραπάνω, λοιπόν, σε κάθε εκμετάλλευση υπάρχουν οι παράγοντες εκείνοι που χρησιμοποιούνται για την παραγωγή προϊόντων, οι οποίοι ονομάζονται συντελεστές παραγωγής. Σε αυτούς υπάγεται το έδαφος (δηλαδή η έκταση που έχει και χρησιμοποιεί ο κτηνοτρόφος), η εργασία (τα εργατικά χέρια που απασχολεί) και το κεφάλαιο, που επενδύεται για κτήρια, εξοπλισμό κ.ά.",,paper_299.md
"Κάθε κτηνοτροφική εκμετάλλευση εντάσσεται σε μια κατηγορία παραγωγικού συστήματος ανάλογα με την έκταση και την ένταση της χρησιμοποίησης των συντελεστών παραγωγής. Επομένως, ως παραγωγικό σύστημα εκτροφής ορίζεται, με απλά λόγια, ο τρόπος διαχείρισης και λειτουργίας μιας κτηνοτρoφικής εκμετάλλευσης, η οποία κάνει χρήση των βασικών συντελεστών παραγωγής που αναφέρθηκαν παραπάνω.Ανάλογα με τον τρόπο χρήσης των συντελεστών παραγωγής, τα συστήματα εκτροφής μπορούν να διακριθούν σε παραδοσιακά, εκτατικά, εντατικά, ημιεντατικά και βιολογικά.",,paper_299.md
"## 1.1.1 ΠαραδοσιακάΤα παραδοσιακά συστήματα εκτροφής, τα οποία τείνουν να εγκαταλειφθούν, χαρακτηρίζονται από χαμηλές εισροές διότι:- ● οι εγκαταστάσεις είναι απλές, κατασκευασμένες από φθηνά υλικά, παλιές και μη λειτουργικές - ● δε μισθώνονται εργατικά χέρια - ● δε δαπανώνται παρά ελάχιστα χρήματα για αγορά ζωοτροφών και φαρμάκων.Οι εκτάσεις που χρησιμοποιούνται για βόσκηση των ζώων είναι κυρίως δημοτικές/κοινοτικές και η διατροφή των ζώων μη ισόρροπη. Οι εκροές είναι επίσης περιορισμένες, γιατί τα ζώαΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗ ΑΓΡΟΤΙΚΩΝ ΖΩΩΝείναι συνήθως αβελτίωτα και μικρών αποδόσεων αλλά πολύ καλά προσαρμοσμένα στο περιβάλλον στο οποίο εκτρέφονται (εικόνες 1.1, 1.2).Εικόνα 1.1. Παραδοσιακή εκτροφή αγελάδωνΤα προϊόντα που παράγονται από αυτές τις εκτροφές θεωρούνται υψηλής ποιότητας, διότι υπερτερούν ως προς τα οργανοληπτικά τους χαρακτηριστικά (χρώμα, γεύση, άρωμα κτλ.), παρά το γεγονός ότι πολλές φορές υστερούν ως προς την εμφάνιση, τη συσκευασία και τον τρόπο διάθεσής τους στην αγορά. Τα απόβλητα των παραδοσιακών συστημάτων εκτροφής θεωρείται ότι επιβαρύνουν ελάχιστα το περιβάλλον, επειδή είναι περιορισμένα σε ποσότητα και διαθέτουν σχετικά απλή χημική σύσταση (χαμηλή περιεκτικότητα σε άζωτο, φωσφόρο, ιχνοστοιχεία κτλ.).",,paper_299.md
Εικόνα 1.2. Παραδοσιακή εκτροφή αιγών σε ημιορεινή περιοχή,,paper_299.md
## 1.1.2 ΕκτατικάΤα εκτατικά συστήματα εκτροφής χρησιμοποιούν κυρίως δημοτικές/κοινοτικές εκτάσεις για τη βόσκηση των ζώων και λιγότερο ιδιωτικές. Το κεφάλαιο που επενδύεται για κτηριακές εγκα-,,paper_299.md
"## ΚΕΦΑΛΑΙΟ 1: ΕΙΣΑΓΩΓΗ ΣΤΗ ΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗταστάσεις και εξοπλισμό είναι σχετικά μικρό και οι δαπάνες για εργατικά χέρια από ελάχιστες έως ανύπαρκτες. Τα εκτρεφόμενα ζώα είναι συνήθως αβελτίωτα και χαμηλών αποδόσεων. Οι ανάγκες τους καλύπτονται σε ποσοστό τουλάχιστον 50% από τη βοσκή και κατά το υπόλοιπο από αγοραζόμενες ή ιδιοπαραγόμενες συμβατικές ζωοτροφές. Η διατροφή τους συνήθως δεν είναι ισόρροπη, γι' αυτό και τα ζώα δεν εκδηλώνουν το μέγιστο παραγωγικό τους δυναμικό. Παρουσιάζουν, όμως, υψηλή αντοχή στις ασθένειες, γι' αυτό και σε αυτές τις εκτροφές δε χρησιμοποιούνται πολλά φάρμακα.Εικόνα 1.3. Εκτατική εκτροφή αγελάδων κρεοπαραγωγήςΣτο εκτατικό σύστημα εντάσσονται οι περισσότερες εκτροφές αιγοπροβάτων των ημιορεινών και ορεινών περιοχών της χώρας μας, οι θηλάζουσες αγελάδες και ελάχιστες εκτροφές χοίρων αγελαίας μορφής (εικόνες 1.3,1.4,1.5). Το συγκεκριμένο παραγωγικό σύστημα θεωρείται ότι δεν επιβαρύνει σημαντικά το περιβάλλον με απόβλητα, αλλά μπορεί να προκαλεί υποβάθμιση εξαιτίας της υπερβόσκησης κάποιων βοσκοτόπων χαμηλής παραγωγικότητας και της μη τήρησης των κανόνων ορθής διαχείρισής τους.",,paper_299.md
Εικόνα 1.4. Εκτατική εκτροφή προβάτων γαλακτοπαραγωγής,,paper_299.md
## ΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗ ΑΓΡΟΤΙΚΩΝ ΖΩΩΝΕικόνα 1.5. Εκτατική εκτροφή αιγών,,paper_299.md
"## 1.1.3 ΕντατικάΤα εντατικά συστήματα εκτροφής ζώων χαρακτηρίζονται από υψηλές επενδύσεις σε κτήρια και εξοπλισμό (αμελκτήρια, κελιά ζώων, κλωβοστοιχίες πτηνών, αυτόματα συστήματα τροφοδοσίας και απομάκρυνσης των αποβλήτων κ.ά.), υψηλές δαπάνες για εργατικά (συνήθως προσλαμβάνεται ένας αριθμός εργατών για εποχική ή μόνιμη απασχόληση), εκτροφή βελτιωμένων ζώων με υψηλή παραγωγική ικανότητα, αλλά και υψηλές απαιτήσεις ως προς τη διατροφή, την υγιεινή και τη διαχείριση. Η διατροφή των ζώων καλύπτεται κυρίως από αγοραζόμενες ζωοτροφές και λιγότερο έως καθόλου από ιδιοπαραγόμενες ή από τη βοσκή. Είναι, όμως, συνήθως ισόρροπη και εξασφαλίζει τη μεγίστη δυνατή απόδοση του παραγωγικού δυναμικού των ζώων. Επομένως, στο σύστημα αυτό έχουμε υψηλές εισροές και εκροές, αλλά και σημαντική περιβαλλοντική επιβάρυνση, εξαιτίας της μεγαλύτερης ποσότητας και της σύστασης των κτηνοτροφικών αποβλήτων. Τα παραγόμενα κτηνοτροφικά προϊόντα είναι στην πλειοψηφία τους εγγυημένα από άποψη υγιεινής και περιεκτικότητας σε θρεπτικά συστατικά, υστερούν όμως ως προς τα οργανοληπτικά τους χαρακτηριστικά (χρώμα, γεύση, άρωμα κτλ.).",,paper_299.md
Εικόνα 1.6. Εντατική εκτροφή αγελάδων γαλακτοπαραγωγικής (ενσταβλισμένη),,paper_299.md
"## ΚΕΦΑΛΑΙΟ 1: ΕΙΣΑΓΩΓΗ ΣΤΗ ΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗΤυπικές εντατικές εκτροφές είναι αυτές των χοίρων, των πτηνών (πουλερικά κρεοπαραγωγής και αβγοπαραγωγής), των αγελάδων γαλακτοπαραγωγής, των μοσχαριών πάχυνσης και των οικόσιτων αιγοπροβάτων (εικόνες 1.6, 1.7,1.8, 1.9, 1.10, 1.11).Εικόνα 1.7. Εντατική εκτροφή γαλακτοπαραγωγών προβατίνωνΕικόνα 1.8. Εντατική εκτροφή γαλακτοπαραγωγών αιγώνΕικόνα 1.9. Τεχνητός θηλασμός αμνών σε εντατική εκτροφή",,paper_299.md
## ΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗ ΑΓΡΟΤΙΚΩΝ ΖΩΩΝΕικόνα 1.10. Εντατική εκτροφή χοίρωνΕικόνα 1.11. Εντατική εκτροφή αβγοπαραγωγών ορνίθων σε διάτρητο (εσχαρωτό) δάπεδο,,paper_299.md
"## 1.1.4 Ημιεντατικά ή ημικτατικάΩς ημιεντατικά ή ημιεκτατικά χαρακτηρίζονται όλα εκείνα τα συστήματα, στα οποία γίνεται χρήση συνδυασμένων μεθόδων εντατικής και εκτατικής εκτροφής, χωρίς να υπάρχουν σαφή όρια διαχωρισμού. Στην πράξη, υπάρχει μεγάλη παραλλακτικότητα μεταξύ τους, γι' αυτό, ανάλογα με τις γνώσεις, την εμπειρία αλλά και την πρόθεση του εκάστοτε ειδικού επιστήμονα, τα συστήματα αυτά ορίζονται ως ημιεντατικά ή ημιεκτατικά κατά περίπτωση.",,paper_299.md
"## 1.1.5 BιολογικάΣτα βιολογικά συστήματα εντάσσονται οι εκτροφές που λειτουργούν με βάση τον Κανονισμό (ΕΟΚ) 1804/99 της Ευρωπαϊκής Ένωσης. Ο κανονισμός αυτός, ο οποίος θα αναπτυχθεί λεπτομερώς παρακάτω, προβλέπει συγκεκριμένο τρόπο στέγασης, διατήρησης, διατροφής, υγιεινής και περιποίησης των ζώων. Απαιτεί πιστή εφαρμογή των διατάξεων, οι οποίες αφορούν από την παραγωγή των ζωοτροφών, την εκτροφή των ζώων και τη διαχείριση των κτηνοτροφικών προϊόντων έως και τη μεταποίηση και εμπορία τους.",,paper_299.md
"## ΚΕΦΑΛΑΙΟ 1: ΕΙΣΑΓΩΓΗ ΣΤΗ ΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗΕικόνα 1.12. Βιολογική εκτροφή κρεοπαραγωγών αγελάδων (επάνω) και βισόνων (κάτω)Επομένως, τα βιολογικά συστήματα εκτροφής δεν ταυτίζονται κατ' ανάγκην ούτε με τα παραδοσιακά ούτε με τα εκτατικά. Η φιλοσοφία τους στηρίζεται στον εκτατικό τρόπο εκτροφής, αλλά δίνεται ιδιαίτερη βαρύτητα στα θέματα προστασίας του περιβάλλοντος και ευζωίας των εκτρεφόμενων ζώων (εικόνες 1.12, 1.13, 1.14, 1.15). Τέλος, τα προϊόντα που παράγονται είναι εξαιρετικής ποιότητας και απολαμβάνουν υψηλότερες τιμές στην αγορά.Εικόνα 1.13. Βιολογική εκτροφή παχυνόμενων αιγών",,paper_299.md
## ΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗ ΑΓΡΟΤΙΚΩΝ ΖΩΩΝΕικόνα 1.14. Βιολογική εκτροφή παχυνόμενων νεοσσώνΕικόνα 1.15. Βιολογική εκτροφή χοίρωνΚΕΦΑΛΑΙΟ 1: ΕΙΣΑΓΩΓΗ ΣΤΗ ΒΙΟΛΟΓΙΚΗ ΕΚΤΡΟΦΗ,,paper_299.md
"## 1.2. Ορισμός και στόχοι της βιολογικής εκτροφήςΗ βιολογική γεωργία θεωρείται ένα ολοκληρωμένο σύστημα παραγωγής φυτικών και ζωικών προϊόντων. Η βιολογική εκτροφή ζώων αποτελεί αναπόσπαστο μέρος της βιολογικής γεωργίας. Η ζωική παραγωγή συμβάλλει στην ισορροπία των γεωργικών εκμεταλλεύσεων βελτιώνοντας την οργανική ουσία του εδάφους με την παραγόμενη κοπριά.Η βιολογική γεωργία μπορεί να οριστεί ως ένα σύστημα διαχείρισης της γεωργικής εκμετάλλευσης το οποίο απαγορεύει τη χρησιμοποίηση εισροών, όπως χημικά λιπάσματα, συνθετικά φυτοφάρμακα και άλλα φαρμακευτικά προϊόντα. Ο βιολογικός τρόπος παραγωγής χρησιμοποιεί καλλιεργητικές πρακτικές όπως η αμειψισπορά, η χλωρή λίπανση και η χρήση κοπριάς και αποσκοπεί στην προστασία του περιβάλλοντος και στη βιώσιμη ανάπτυξη της γεωργίας.Η βιολογική εκτροφή είναι ένα σύστημα παραγωγής το οποίο στηρίζεται στη φυσική διαβίωση των ζώων, χρησιμοποιεί κατά βάση ζωοτροφές που έχουν παραχθεί με βιολογικό τρόπο, δεν επιτρέπει τη χρήση χημικών φαρμάκων, παρά μόνο σε ειδικές περιπτώσεις, και διακρίνεται για την ποιότητα των προϊόντων που παράγει. Η διαχείριση των αγροτικών ζώων διασφαλίζει την υγεία και τη φυσιολογική τους ανάπτυξη, καθώς και την αειφορική χρήση των φυσικών πόρων του οικοσυστήματος. Με απλά λόγια, είναι ένα σύστημα εκτροφής που εφαρμόζεται με σεβασμό στο περιβάλλον, στον άνθρωπο, αλλά και στο ίδιο το ζώο.",,paper_299.md
